loc_id,true_lon,true_lat,num_rows,DL_lon,DL_lat,UL_lon,UL_lat,Scanner_lon,Scanner_lat,fused_lon,fused_lat,error_meters
48,29.028410,41.106600,6,29.028513,41.106731,29.021620,41.106995,29.028364,41.106571,29.026344,41.106789,174.338831
51,29.028380,41.106570,71,29.028326,41.106586,29.021389,41.106815,29.028296,41.106571,29.026157,41.106655,186.460426
52,29.028330,41.106530,64,29.028305,41.106636,29.023512,41.106689,29.028309,41.106491,29.026814,41.106636,127.603901
53,29.028300,41.106510,6,29.028305,41.106636,29.023512,41.106689,29.028309,41.106491,29.026814,41.106636,125.330549
56,29.028280,41.106490,63,29.028313,41.106590,29.021511,41.106819,29.028442,41.106544,29.026213,41.106655,174.177821
57,29.028260,41.106480,6,29.028313,41.106590,29.021511,41.106819,29.028442,41.106544,29.026213,41.106655,172.633466
60,29.028230,41.106460,67,29.028189,41.106487,29.023277,41.106434,29.028301,41.106491,29.026672,41.106476,130.517176
61,29.028210,41.106440,6,29.028189,41.106487,29.023277,41.106434,29.028301,41.106491,29.026672,41.106476,128.891233
64,29.028180,41.106420,73,29.028076,41.106384,29.023478,41.106388,29.028038,41.106400,29.026638,41.106388,129.241434
65,29.028130,41.106370,72,29.027985,41.106308,29.022697,41.106407,29.027918,41.106342,29.026327,41.106346,151.075277
66,29.028050,41.106320,30,29.027985,41.106308,29.022697,41.106407,29.027918,41.106342,29.026327,41.106346,144.378510
67,29.028020,41.106300,32,29.027985,41.106308,29.022697,41.106407,29.027918,41.106342,29.026327,41.106346,141.928484
69,29.028020,41.106300,8,29.027985,41.106308,29.022697,41.106407,29.027918,41.106342,29.026327,41.106346,141.928484
70,29.027980,41.106270,30,29.027937,41.106293,29.021898,41.106304,29.027859,41.106258,29.026043,41.106297,162.322404
71,29.027950,41.106250,32,29.027937,41.106293,29.021898,41.106304,29.027859,41.106258,29.026043,41.106297,159.865848
73,29.027950,41.106250,8,29.027935,41.106251,29.021181,41.106316,29.027817,41.106178,29.025812,41.106262,179.123797
74,29.027920,41.106230,72,29.027935,41.106255,29.021080,41.106350,29.027773,41.106167,29.025774,41.106277,179.878699
75,29.027880,41.106190,68,29.027935,41.106255,29.021080,41.106350,29.027773,41.106167,29.025774,41.106277,176.717760
76,29.027840,41.106170,30,29.023621,41.105469,29.021978,41.104519,29.027803,41.106274,29.023735,41.105297,357.367989
77,29.027820,41.106160,31,29.023621,41.105469,29.021978,41.104519,29.027803,41.106274,29.023735,41.105297,355.453824
79,29.027820,41.106160,8,29.023621,41.105392,29.021978,41.104519,29.027754,41.106148,29.023727,41.105236,357.958054
80,29.027810,41.106140,30,29.023621,41.105392,29.021978,41.104519,29.027754,41.106148,29.023727,41.105236,356.522227
81,29.027790,41.106130,31,29.023621,41.105392,29.021978,41.104519,29.027754,41.106148,29.023727,41.105236,354.601530
84,29.027780,41.106120,36,29.023621,41.104568,29.021978,41.104511,29.027786,41.106056,29.023735,41.104778,370.293043
85,29.027780,41.106100,31,29.023621,41.104568,29.021978,41.104511,29.027786,41.106056,29.023735,41.104778,369.402687
87,29.027780,41.106100,9,29.023621,41.104568,29.021978,41.104504,29.027723,41.106075,29.023724,41.104778,370.282579
88,29.027770,41.106090,69,29.023621,41.104568,29.021978,41.104504,29.027723,41.106075,29.023724,41.104778,369.072872
89,29.027770,41.106050,69,29.023621,41.104729,29.022074,41.104824,29.027790,41.106018,29.023762,41.104954,357.270631
90,29.027770,41.106010,64,29.023621,41.104881,29.022074,41.104824,29.027761,41.105968,29.023758,41.105030,353.371898
91,29.027780,41.105960,37,29.023621,41.104881,29.022074,41.104824,29.027761,41.105968,29.023758,41.105030,352.498315
92,29.027790,41.105930,39,29.023621,41.104881,29.022074,41.104824,29.027761,41.105968,29.023758,41.105030,352.337562
93,29.027790,41.105900,32,29.023621,41.105515,29.021978,41.104523,29.027782,41.105900,29.023731,41.105263,347.368959
94,29.027800,41.105870,42,29.023621,41.105515,29.021978,41.104523,29.027782,41.105900,29.023731,41.105263,347.525799
95,29.027810,41.105840,63,29.023621,41.104568,29.021978,41.104542,29.026796,41.105839,29.023586,41.104752,374.010502
96,29.027810,41.105770,36,29.023621,41.104568,29.021978,41.104542,29.026796,41.105839,29.023586,41.104752,371.564970
97,29.027810,41.105740,32,29.023621,41.104568,29.021978,41.104542,29.026796,41.105839,29.023586,41.104752,370.561997
99,29.027810,41.105740,8,29.023621,41.104568,29.021978,41.104542,29.026796,41.105839,29.023586,41.104752,370.561997
100,29.027810,41.105710,30,29.027737,41.105560,29.025021,41.105686,29.026842,41.107086,29.026754,41.105827,89.402340
101,29.027810,41.105670,32,29.027737,41.105560,29.025021,41.105686,29.026842,41.107086,29.026754,41.105827,90.158881
103,29.027810,41.105670,8,29.027737,41.105560,29.025021,41.105686,29.026842,41.107086,29.026754,41.105827,90.158881
104,29.027800,41.105640,32,29.027754,41.105618,29.026436,41.105537,29.027517,41.106808,29.027308,41.105770,43.726140
105,29.027780,41.105610,32,29.027754,41.105618,29.026436,41.105537,29.027517,41.106808,29.027308,41.105770,43.406749
107,29.027780,41.105610,8,29.027754,41.105618,29.026436,41.105537,29.027517,41.106808,29.027308,41.105770,43.406749
108,29.027770,41.105580,31,29.027746,41.105556,29.023834,41.105568,29.026958,41.107243,29.026409,41.105812,116.902823
109,29.027750,41.105550,32,29.027746,41.105556,29.023834,41.105568,29.026958,41.107243,29.026409,41.105812,116.061417
111,29.027750,41.105550,9,29.027704,41.105526,29.026421,41.105537,29.026945,41.107075,29.027193,41.105762,52.303179
112,29.027730,41.105520,74,29.027704,41.105526,29.026421,41.105537,29.026945,41.107075,29.027193,41.105762,52.448122
113,29.027690,41.105460,23,29.022242,41.105396,29.027935,41.105640,29.028139,41.106976,29.024900,41.105713,235.409956
114,29.027660,41.105440,32,29.022242,41.105396,29.027935,41.105640,29.028139,41.106976,29.024900,41.105713,233.193567
116,29.027660,41.105440,55,29.026186,41.105286,29.019964,41.105259,29.028137,41.106953,29.024538,41.105530,261.765198
117,29.027640,41.105420,50,29.026186,41.105286,29.019964,41.105259,29.028137,41.106953,29.024538,41.105530,260.185612
118,29.027580,41.105380,42,29.027374,41.105297,29.020676,41.105167,29.025959,41.106339,29.025074,41.105415,210.002911
119,29.027550,41.105360,32,29.027374,41.105297,29.020676,41.105167,29.025959,41.106339,29.025074,41.105415,207.543856
122,29.027530,41.105340,77,29.027147,41.105270,29.020676,41.105175,29.025959,41.106228,29.024954,41.105385,215.902436
123,29.027460,41.105320,28,29.023621,41.105412,29.021978,41.104519,29.028152,41.106834,29.023790,41.105350,307.481799
124,29.027430,41.105310,30,29.023621,41.105412,29.021978,41.104519,29.028152,41.106834,29.023790,41.105350,304.982798
127,29.027400,41.105300,37,29.023621,41.105415,29.021978,41.104519,29.028288,41.106960,29.023808,41.105370,301.097077
128,29.027360,41.105300,31,29.023621,41.105415,29.021978,41.104519,29.028288,41.106960,29.023808,41.105370,297.746770
130,29.027360,41.105300,9,29.023621,41.104671,29.022074,41.104504,29.025721,41.106594,29.023455,41.104908,330.102595
131,29.027320,41.105290,62,29.023621,41.104561,29.022074,41.104561,29.023857,41.106174,29.023174,41.104805,351.514456
132,29.027230,41.105280,37,29.023621,41.104561,29.022074,41.104561,29.023857,41.106174,29.023174,41.104805,343.892427
133,29.027180,41.105280,30,29.023621,41.104561,29.022074,41.104561,29.023857,41.106174,29.023174,41.104805,339.753444
136,29.027130,41.105270,71,29.023621,41.105469,29.021978,41.104523,29.027964,41.106369,29.023758,41.105309,282.563275
137,29.027050,41.105260,37,29.023621,41.105469,29.021978,41.104523,29.027964,41.106369,29.023758,41.105309,275.880742
138,29.027000,41.105250,30,29.023621,41.105469,29.021978,41.104523,29.027964,41.106369,29.023758,41.105309,271.716653
141,29.026960,41.105250,37,29.023621,41.105492,29.021978,41.104519,29.027964,41.106365,29.023758,41.105324,268.412677
142,29.026910,41.105240,31,29.023621,41.105492,29.021978,41.104519,29.027964,41.106365,29.023758,41.105324,264.262269
145,29.026860,41.105240,38,29.023621,41.105492,29.021978,41.104519,29.027887,41.106373,29.023748,41.105324,260.874163
146,29.026810,41.105230,31,29.023621,41.105492,29.021978,41.104519,29.027887,41.106373,29.023748,41.105324,256.730380
149,29.026770,41.105220,69,29.023621,41.105408,29.021978,41.104519,29.027864,41.106365,29.023745,41.105274,253.558402
150,29.026680,41.105210,70,29.023621,41.105419,29.021978,41.104519,29.028002,41.106400,29.023766,41.105289,244.347940
151,29.026590,41.105190,36,29.023621,41.105419,29.021978,41.104519,29.028002,41.106400,29.023766,41.105289,236.905747
152,29.026540,41.105190,31,29.023621,41.105419,29.021978,41.104519,29.028002,41.106400,29.023766,41.105289,232.721109
155,29.026490,41.105180,71,29.023621,41.105419,29.021978,41.104519,29.028070,41.106449,29.023775,41.105297,227.842151
156,29.026390,41.105170,72,29.023621,41.105419,29.021978,41.104519,29.028070,41.106449,29.023775,41.105297,219.546574
157,29.026300,41.105150,37,29.023621,41.104568,29.021978,41.104488,29.028015,41.106415,29.023769,41.104824,215.105919
158,29.026250,41.105140,29,29.023621,41.104568,29.021978,41.104488,29.028015,41.106415,29.023769,41.104824,210.789535
161,29.026200,41.105130,66,29.023621,41.105446,29.021978,41.104519,29.026041,41.105400,29.023472,41.105152,228.595143
162,29.026080,41.105120,37,29.023621,41.105446,29.021978,41.104519,29.026041,41.105400,29.023472,41.105152,218.556814
163,29.026030,41.105110,29,29.023621,41.105446,29.021978,41.104519,29.026041,41.105400,29.023472,41.105152,214.389522
166,29.025980,41.105100,70,29.023621,41.105457,29.021978,41.104507,29.028061,41.106354,29.023775,41.105297,186.034578
167,29.025880,41.105090,37,29.023621,41.105457,29.021978,41.104507,29.028061,41.106354,29.023775,41.105297,177.857635
168,29.025830,41.105080,29,29.023621,41.105457,29.021978,41.104507,29.028061,41.106354,29.023775,41.105297,173.855364
171,29.025780,41.105080,69,29.025969,41.105129,29.020111,41.105167,29.028011,41.106346,29.024448,41.105328,114.916558
172,29.025680,41.105060,45,29.025969,41.105129,29.020111,41.105167,29.028011,41.106346,29.024448,41.105328,107.395693
173,29.025620,41.105050,24,29.025969,41.105129,29.020111,41.105167,29.028011,41.106346,29.024448,41.105328,102.902901
176,29.025560,41.105040,73,29.026257,41.105320,29.020111,41.105179,29.025558,41.105377,29.024239,41.105286,114.035319
177,29.025440,41.105020,39,29.023621,41.104584,29.021978,41.104813,29.027828,41.106350,29.023737,41.104923,143.096565
178,29.025380,41.105010,31,29.023621,41.104584,29.021978,41.104813,29.027828,41.106350,29.023737,41.104923,138.001975
181,29.025320,41.105000,69,29.023621,41.104584,29.021978,41.104488,29.024937,41.104931,29.023306,41.104607,174.331221
182,29.025200,41.104990,44,29.023621,41.104584,29.021978,41.104488,29.024937,41.104931,29.023306,41.104607,164.325873
183,29.025140,41.104980,25,29.023621,41.104584,29.021978,41.104488,29.024937,41.104931,29.023306,41.104607,159.182517
186,29.025080,41.104970,43,29.023621,41.104584,29.021978,41.104511,29.024916,41.104927,29.023302,41.104614,154.128053
187,29.025020,41.104960,27,29.023621,41.104584,29.021978,41.104511,29.024916,41.104927,29.023302,41.104614,148.984047
190,29.024960,41.104950,70,29.023621,41.104897,29.022074,41.104824,29.024927,41.104904,29.023335,41.104877,136.432701
191,29.024850,41.104930,36,29.023621,41.104897,29.022074,41.104824,29.024927,41.104904,29.023335,41.104877,127.111940
192,29.024800,41.104920,30,29.023621,41.104897,29.022074,41.104824,29.024927,41.104904,29.023335,41.104877,122.879403
195,29.024740,41.104910,70,29.023621,41.104912,29.022074,41.104824,29.024286,41.104881,29.023237,41.104881,125.951966
196,29.024650,41.104900,37,29.023623,41.104935,29.022074,41.104824,29.024355,41.104897,29.023251,41.104897,117.252695
197,29.024600,41.104890,33,29.023623,41.104935,29.022074,41.104824,29.024355,41.104897,29.023251,41.104897,113.065108
200,29.024550,41.104890,45,29.024323,41.104790,29.021441,41.104877,29.024508,41.104897,29.023451,41.104832,92.321425
201,29.024510,41.104880,24,29.024323,41.104790,29.021441,41.104877,29.024508,41.104897,29.023451,41.104832,88.904466
204,29.024460,41.104870,67,29.024353,41.104969,29.019501,41.104889,29.024000,41.105701,29.022789,41.105053,141.476632
205,29.024370,41.104870,50,29.024309,41.104877,29.019888,41.104885,29.024302,41.104881,29.022930,41.104881,120.646493
206,29.024330,41.104860,23,29.024309,41.104877,29.019888,41.104885,29.024302,41.104881,29.022930,41.104881,117.312407
208,29.024330,41.104860,7,29.024309,41.104877,29.019888,41.104885,29.024302,41.104881,29.022930,41.104881,117.312407
209,29.024280,41.104850,70,29.024178,41.104877,29.020712,41.104885,29.024343,41.104889,29.023123,41.104881,97.020854
210,29.024180,41.104830,71,29.024126,41.104866,29.020161,41.104881,29.024117,41.105572,29.022888,41.104977,109.457899
211,29.024090,41.104810,47,29.024113,41.104881,29.020365,41.104881,29.024073,41.105598,29.022940,41.104992,98.480510
212,29.024040,41.104800,24,29.024113,41.104881,29.020365,41.104881,29.024073,41.105598,29.022940,41.104992,94.628992
215,29.023990,41.104790,72,29.023897,41.104786,29.021427,41.104858,29.024023,41.104828,29.023148,41.104820,70.663109
216,29.023890,41.104780,71,29.023724,41.104801,29.022942,41.104813,29.023697,41.105122,29.023476,41.104855,35.693926
217,29.023770,41.104770,47,29.023714,41.104794,29.023125,41.104813,29.021832,41.104568,29.023251,41.104767,43.521729
218,29.023710,41.104760,26,29.023714,41.104794,29.023125,41.104813,29.021832,41.104568,29.023251,41.104767,38.500664
221,29.023650,41.104760,70,29.023617,41.104786,29.021894,41.104950,29.022532,41.104568,29.022921,41.104805,61.317470
222,29.023530,41.104750,54,29.023516,41.104816,29.021492,41.104794,29.023403,41.104790,29.022867,41.104809,55.917012
223,29.023480,41.104740,22,29.023516,41.104816,29.021492,41.104794,29.023403,41.104790,29.022867,41.104809,51.910964
226,29.023430,41.104740,76,29.023315,41.104767,29.027630,41.104767,29.023148,41.101551,29.024635,41.104286,112.894420
227,29.023350,41.104740,54,29.023315,41.104767,29.027630,41.104767,29.023148,41.101551,29.024635,41.104286,118.928250
228,29.023310,41.104740,19,29.023315,41.104767,29.027630,41.104767,29.023148,41.101551,29.024635,41.104286,121.971370
231,29.023280,41.104740,51,29.023325,41.104774,29.021477,41.104771,29.023264,41.104752,29.022739,41.104771,45.422161
232,29.023250,41.104740,21,29.023325,41.104774,29.021477,41.104771,29.023264,41.104752,29.022739,41.104771,42.916076
235,29.023220,41.104740,74,29.023205,41.104771,29.025270,41.104771,29.021530,41.104538,29.023600,41.104740,31.807377
236,29.023170,41.104730,52,29.023205,41.104771,29.025270,41.104771,29.021530,41.104538,29.023600,41.104740,36.014359
237,29.023150,41.104730,20,29.023205,41.104771,29.025270,41.104771,29.021530,41.104538,29.023600,41.104740,37.689301
240,29.023130,41.104720,105,29.022549,41.104778,29.026667,41.104759,29.023144,41.104744,29.023924,41.104771,66.753923
241,29.023090,41.104720,82,29.022409,41.104752,29.026838,41.104778,29.022255,41.104599,29.023769,41.104736,56.951636
242,29.023030,41.104710,54,29.023102,41.104744,29.021612,41.104874,29.023031,41.104744,29.022629,41.104786,34.660178
243,29.023000,41.104710,25,29.023102,41.104744,29.021612,41.104874,29.023031,41.104744,29.022629,41.104786,32.228097
246,29.022960,41.104700,74,29.022907,41.104702,29.021450,41.104977,29.021482,41.104706,29.022243,41.104786,60.788409
247,29.022880,41.104700,51,29.022907,41.104702,29.021450,41.104977,29.021482,41.104706,29.022243,41.104786,54.179043
248,29.022840,41.104690,22,29.022907,41.104702,29.021450,41.104977,29.021482,41.104706,29.022243,41.104786,51.103991
251,29.022810,41.104690,43,29.022791,41.104809,29.021450,41.104847,29.022871,41.104675,29.022388,41.104801,37.420494
252,29.022770,41.104680,26,29.022791,41.104809,29.021450,41.104847,29.022871,41.104675,29.022388,41.104801,34.691669
255,29.022730,41.104680,46,29.022312,41.104656,29.021450,41.104904,29.022861,41.104702,29.022129,41.104744,50.850472
256,29.022690,41.104670,23,29.022312,41.104656,29.021450,41.104904,29.022861,41.104702,29.022129,41.104744,47.713300
259,29.022650,41.104660,71,29.022621,41.104752,29.021450,41.104801,29.022673,41.104668,29.022264,41.104755,33.998629
260,29.022580,41.104660,51,29.022467,41.104683,29.021450,41.104683,29.021420,41.104553,29.021994,41.104668,49.136672
261,29.022540,41.104650,19,29.022467,41.104683,29.021450,41.104683,29.021420,41.104553,29.021994,41.104668,45.819942
264,29.022500,41.104650,51,29.022388,41.104630,29.021450,41.104660,29.022434,41.104622,29.022104,41.104641,33.172623
265,29.022450,41.104640,18,29.022388,41.104630,29.021450,41.104660,29.022434,41.104622,29.022104,41.104641,28.968266
268,29.022410,41.104630,78,29.022343,41.104626,29.021450,41.104698,29.022408,41.104652,29.022078,41.104656,28.006115
269,29.022320,41.104610,71,29.022758,41.106136,29.021360,41.104950,29.022312,41.104645,29.022257,41.105545,104.106681
270,29.022240,41.104600,52,29.021111,41.104534,29.021450,41.104496,29.022312,41.104645,29.021397,41.104542,70.958460
271,29.022200,41.104590,16,29.021111,41.104534,29.021450,41.104496,29.022312,41.104645,29.021397,41.104542,67.524287
274,29.022170,41.104580,71,29.021086,41.104542,29.021450,41.104496,29.022251,41.105328,29.021378,41.104645,66.785053
275,29.022100,41.104570,52,29.021139,41.104519,29.021450,41.104511,29.022285,41.104637,29.021412,41.104534,57.791583
276,29.022070,41.104570,18,29.021139,41.104519,29.021450,41.104511,29.022285,41.104637,29.021412,41.104534,55.284243
279,29.022040,41.104570,70,29.021994,41.104549,29.021450,41.104549,29.022766,41.105324,29.021940,41.104668,13.704393
280,29.021990,41.104570,48,29.021994,41.104549,29.021450,41.104549,29.022766,41.105324,29.021940,41.104668,11.632772
281,29.021960,41.104570,22,29.021994,41.104549,29.021450,41.104549,29.022766,41.105324,29.021940,41.104668,10.985283
284,29.021930,41.104560,71,29.022074,41.104538,29.021450,41.104679,29.022278,41.105633,29.021912,41.104748,20.936027
285,29.021880,41.104560,46,29.021408,41.104507,29.021450,41.104511,29.022388,41.104622,29.021570,41.104530,26.165383
286,29.021850,41.104550,22,29.021408,41.104507,29.021450,41.104511,29.022388,41.104622,29.021570,41.104530,23.544788
289,29.021820,41.104550,70,29.021683,41.104519,29.021450,41.104519,29.021572,41.104603,29.021597,41.104534,18.774993
290,29.021770,41.104550,72,29.021683,41.104519,29.021450,41.104519,29.021572,41.104603,29.021597,41.104534,14.609456
291,29.021700,41.104550,53,29.021648,41.104519,29.023279,41.104553,29.024403,41.106426,29.022572,41.104816,78.806148
292,29.021670,41.104550,16,29.021648,41.104519,29.023279,41.104553,29.024403,41.106426,29.022572,41.104816,81.140857
295,29.021640,41.104550,54,29.021610,41.104515,29.022448,41.104538,29.021572,41.104603,29.021868,41.104538,19.129454
296,29.021610,41.104550,15,29.021610,41.104515,29.022448,41.104538,29.021572,41.104603,29.021868,41.104538,21.637608
299,29.021580,41.104550,103,29.020504,41.104485,29.021450,41.104519,29.021526,41.104610,29.020956,41.104515,52.423596
300,29.021510,41.104540,53,29.021458,41.104507,29.021450,41.104511,29.022774,41.105312,29.021656,41.104633,16.044287
301,29.021480,41.104530,19,29.021458,41.104507,29.021450,41.104511,29.022774,41.105312,29.021656,41.104633,18.696671
304,29.021440,41.104530,57,29.021355,41.104511,29.021450,41.104504,29.022804,41.105312,29.021601,41.104633,17.702077
305,29.021410,41.104530,16,29.021355,41.104511,29.021450,41.104504,29.022804,41.105312,29.021601,41.104633,19.681976
308,29.021380,41.104530,71,29.021326,41.104511,29.021450,41.104492,29.021456,41.104607,29.021383,41.104523,0.856597
309,29.021330,41.104520,71,29.021326,41.104511,29.021450,41.104492,29.021456,41.104607,29.021383,41.104523,4.474737
310,29.021280,41.104520,55,29.021156,41.104500,29.021450,41.104507,29.021391,41.104607,29.021286,41.104523,0.586607
311,29.021240,41.104510,16,29.021156,41.104500,29.021450,41.104507,29.021391,41.104607,29.021286,41.104523,4.105792
314,29.021210,41.104510,73,29.021067,41.104523,29.021450,41.104485,29.024845,41.106480,29.021757,41.104805,56.368582
315,29.021140,41.104510,55,29.021067,41.104523,29.021450,41.104485,29.024845,41.106480,29.021757,41.104805,61.233525
316,29.021090,41.104500,15,29.021067,41.104523,29.021450,41.104485,29.024845,41.106480,29.021757,41.104805,65.379757
319,29.021050,41.104500,71,29.021170,41.104507,29.021450,41.104515,29.024242,41.106422,29.021719,41.104801,65.293973
320,29.020960,41.104490,71,29.021170,41.104507,29.021450,41.104515,29.024242,41.106422,29.021719,41.104801,72.396295
321,29.020880,41.104480,53,29.021202,41.104603,29.021450,41.104485,29.020967,41.104584,29.021246,41.104565,32.075030
322,29.020830,41.104470,14,29.021202,41.104603,29.021450,41.104485,29.020967,41.104584,29.021246,41.104565,36.406599
325,29.020790,41.104460,49,29.021149,41.104538,29.021450,41.104485,29.024239,41.106445,29.021704,41.104809,85.821689
326,29.020740,41.104460,19,29.021149,41.104538,29.021450,41.104485,29.024239,41.106445,29.021704,41.104809,89.578796
329,29.020690,41.104450,70,29.020939,41.104511,29.021450,41.104454,29.020594,41.104473,29.021049,41.104488,30.421999
330,29.020590,41.104430,50,29.020729,41.104473,29.021450,41.104469,29.020472,41.104450,29.020918,41.104469,27.818411
331,29.020550,41.104430,18,29.020729,41.104473,29.021450,41.104469,29.020472,41.104450,29.020918,41.104469,31.132724
334,29.020500,41.104420,69,29.020279,41.104420,29.021450,41.104435,29.020363,41.104393,29.020658,41.104424,13.285399
335,29.020420,41.104410,72,29.020603,41.104408,29.021450,41.104374,29.020241,41.104382,29.020815,41.104393,33.140966
336,29.020360,41.104390,50,29.020603,41.104408,29.021450,41.104374,29.020241,41.104382,29.020815,41.104393,38.115725
337,29.020330,41.104390,18,29.020603,41.104408,29.021450,41.104374,29.020241,41.104382,29.020815,41.104393,40.629239
340,29.020300,41.104390,70,29.020201,41.104408,29.021450,41.104427,29.022783,41.105789,29.020979,41.104622,62.456089
341,29.020240,41.104380,52,29.020145,41.104401,29.021387,41.104431,29.022757,41.105793,29.020924,41.104618,63.099418
342,29.020220,41.104370,20,29.020145,41.104401,29.021387,41.104431,29.022757,41.105793,29.020924,41.104618,65.087774
345,29.020210,41.104370,71,29.020044,41.104431,29.021450,41.104408,29.022829,41.105804,29.020901,41.104633,64.859420
346,29.020180,41.104360,65,29.020044,41.104431,29.021450,41.104408,29.022829,41.105804,29.020901,41.104633,67.604440
347,29.020160,41.104360,74,29.020092,41.104424,29.021450,41.104378,29.020100,41.104431,29.020521,41.104412,30.809893
348,29.020130,41.104350,66,29.020092,41.104424,29.021450,41.104378,29.020100,41.104431,29.020521,41.104412,33.493432
349,29.020090,41.104350,72,29.020084,41.104370,29.021450,41.104404,29.020123,41.104378,29.020517,41.104385,36.021672
350,29.020070,41.104360,71,29.020084,41.104370,29.021450,41.104404,29.020123,41.104378,29.020517,41.104385,37.588042
351,29.020060,41.104360,72,29.020142,41.104385,29.021450,41.104382,29.020006,41.104412,29.020527,41.104389,39.253334
352,29.020050,41.104360,70,29.020075,41.104424,29.021450,41.104424,29.020069,41.104374,29.020504,41.104420,38.614089
353,29.020040,41.104360,73,29.019970,41.104439,29.021450,41.104511,29.020102,41.104389,29.020454,41.104454,36.262236
354,29.020030,41.104370,70,29.019970,41.104439,29.021450,41.104511,29.020102,41.104389,29.020454,41.104454,36.767074
355,29.020020,41.104380,57,29.020407,41.104408,29.021450,41.104469,29.020008,41.104404,29.020676,41.104427,55.187187
356,29.020010,41.104390,13,29.020407,41.104408,29.021450,41.104469,29.020008,41.104404,29.020676,41.104427,55.927768
359,29.020000,41.104400,57,29.020138,41.104385,29.021450,41.104431,29.022827,41.105785,29.020952,41.104610,83.144549
360,29.020000,41.104420,15,29.019958,41.104477,29.021450,41.104416,29.023115,41.105751,29.020901,41.104652,79.770705
361,29.019990,41.104440,71,29.020151,41.104435,29.021450,41.104538,29.019979,41.104450,29.020531,41.104469,45.420543
362,29.019980,41.104480,57,29.020151,41.104435,29.021450,41.104538,29.019979,41.104450,29.020531,41.104469,46.156742
363,29.019970,41.104510,12,29.020151,41.104435,29.021450,41.104538,29.019979,41.104450,29.020531,41.104469,47.196746
366,29.019960,41.104530,58,29.020029,41.104504,29.021450,41.104534,29.019949,41.104523,29.020462,41.104515,42.096652
