Message,Time,Longitude,Latitude,Technology_Mode,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,Unnamed: 48,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,Time_Numeric
10,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-86.4863636363636,-11.1545454545455,7.20909090909091,76,,,,,-97.2090909090909,,,,,-16.2545454545455,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.013
11,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-86.3636363636364,-11.1454545454545,7.19090909090909,76,,,,,-97.1909090909091,,,,,-16.2454545454546,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.016
12,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-86.2409090909091,-11.1363636363636,7.17272727272727,76,,,,,-97.1727272727273,,,,,-16.2363636363636,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
13,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-86.1181818181818,-11.1272727272727,7.15454545454545,76,,,,,-97.1545454545455,,,,,-16.2272727272727,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
14,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.9954545454546,-11.1181818181818,7.13636363636364,76,,,,,-97.1363636363636,,,,,-16.2181818181818,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
15,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.8727272727273,-11.1090909090909,7.11818181818182,76,,,,,-97.1181818181818,,,,,-16.2090909090909,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
16,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.75,-11.1,7.1,76,,,,,-97.1,,,,,-16.2,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
17,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.6272727272727,-11.0909090909091,7.08181818181818,76,,,,,-97.0818181818182,,,,,-16.1909090909091,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
18,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.5045454545455,-11.0818181818182,7.06363636363636,76,,,,,-97.0636363636364,,,,,-16.1818181818182,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
19,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.3818181818182,-11.0727272727273,7.04545454545455,76,,,,,-97.0454545454546,,,,,-16.1727272727273,,,,,,100.3,,,,,,,,,,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
20,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.2590909090909,-11.0636363636364,7.02727272727273,76,,,,,-97.0272727272727,,,,,-16.1636363636364,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
21,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.1363636363636,-11.0545454545455,7.00909090909091,76,,,,,-97.0090909090909,,,,,-16.1545454545455,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
22,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0136363636364,-11.0454545454545,6.99090909090909,76,,,,,-96.9909090909091,,,,,-16.1454545454546,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
23,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8909090909091,-11.0363636363636,6.97272727272727,76,,,,,-96.9727272727273,,,,,-16.1363636363636,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
24,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7681818181818,-11.0272727272727,6.95454545454546,76,,,,,-96.9545454545455,,,,,-16.1272727272727,,,,,,,0,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
25,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6454545454546,-11.0181818181818,6.93636363636364,76,,,,,-96.9363636363636,,,,,-16.1181818181818,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
26,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5227272727273,-11.0090909090909,6.91818181818182,76,,,,,-96.9181818181818,,,,,-16.1090909090909,,,,,,,,,,,,,,Rank2,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
27,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4,-11,6.9,76,,,,,-96.9,,,,,-16.1,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
28,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4127272727273,-11.0036363636364,6.88452380952381,76,,,,,-96.8483870967742,,,,,-16.1032258064516,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
29,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4254545454546,-11.0072727272727,6.86904761904762,76,,,,,-96.7967741935484,,,,,-16.1064516129032,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
30,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4381818181818,-11.0109090909091,6.85357142857143,76,,,,,-96.7451612903226,,,,,-16.1096774193548,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
31,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4509090909091,-11.0145454545455,6.83809523809524,76,,,,,-96.6935483870968,,,,,-16.1129032258065,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.244
32,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4636363636364,-11.0181818181818,6.82261904761905,76,,,,,-96.641935483871,,,,,-16.1161290322581,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.244
33,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4763636363636,-11.0218181818182,6.80714285714286,76,,,,,-96.5903225806452,,,,,-16.1193548387097,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.246
34,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4890909090909,-11.0254545454546,6.79166666666667,76,,,,,-96.5387096774194,,,,,-16.1225806451613,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.246
35,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5018181818182,-11.0290909090909,6.77619047619048,76,,,,,-96.4870967741936,,,,,-16.1258064516129,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.246
36,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5145454545455,-11.0327272727273,6.76071428571429,76,,,,,-96.4354838709677,,,,,-16.1290322580645,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.254
37,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5272727272727,-11.0363636363636,6.7452380952381,76,,,,,-96.3838709677419,,,,,-16.1322580645161,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.254
38,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.54,-11.04,6.72976190476191,76,,,,,-96.3322580645161,,,,,-16.1354838709677,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.254
39,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5527272727273,-11.0436363636364,6.71428571428571,76,,,,,-96.2806451612903,,,,,-16.1387096774194,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
40,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5654545454545,-11.0472727272727,6.69880952380952,76,,,,,-96.2290322580645,,,,,-16.141935483871,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
41,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5781818181818,-11.0509090909091,6.68333333333333,76,,,,,-96.1774193548387,,,,,-16.1451612903226,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
42,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5909090909091,-11.0545454545455,6.66785714285714,76,,,,,-96.1258064516129,,,,,-16.1483870967742,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
43,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6036363636364,-11.0581818181818,6.65238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
44,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6163636363636,-11.0618181818182,6.63690476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
45,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6290909090909,-11.0654545454545,6.62142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
46,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6418181818182,-11.0690909090909,6.60595238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
47,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6545454545455,-11.0727272727273,6.59047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
48,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6672727272727,-11.0763636363636,6.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
49,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.68,-11.08,6.55952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
50,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6927272727273,-11.0836363636364,6.54404761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
51,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7054545454545,-11.0872727272727,6.52857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
52,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7181818181818,-11.0909090909091,6.51309523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
53,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7309090909091,-11.0945454545455,6.49761904761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
54,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7436363636364,-11.0981818181818,6.48214285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
55,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7563636363636,-11.1018181818182,6.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.259
56,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7690909090909,-11.1054545454546,6.45119047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
57,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7818181818182,-11.1090909090909,6.43571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
58,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7945454545455,-11.1127272727273,6.4202380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
59,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8072727272727,-11.1163636363636,6.40476190476191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
60,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.82,-11.12,6.38928571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.304
61,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8327272727273,-11.1236363636364,6.37380952380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.305
62,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8454545454545,-11.1272727272727,6.35833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.305
63,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8581818181818,-11.1309090909091,6.34285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.305
64,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8709090909091,-11.1345454545455,6.32738095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.311
65,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8836363636364,-11.1381818181818,6.31190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.311
66,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8963636363636,-11.1418181818182,6.29642857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
67,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9090909090909,-11.1454545454545,6.28095238095238,76,,,,,-96.0741935483871,,,,,-16.1516129032258,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
68,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9218181818182,-11.1490909090909,6.26547619047619,76,,,,,-96.0225806451613,,,,,-16.1548387096774,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
69,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9345454545455,-11.1527272727273,6.25,76,,,,,-95.9709677419355,,,,,-16.158064516129,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
70,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9472727272727,-11.1563636363636,6.23452380952381,76,,,,,-95.9193548387097,,,,,-16.1612903225806,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.316
71,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.96,-11.16,6.21904761904762,76,,,,,-95.8677419354839,,,,,-16.1645161290323,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.316
72,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9727272727273,-11.1636363636364,6.20357142857143,76,,,,,-95.8161290322581,,,,,-16.1677419354839,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.317
73,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9854545454545,-11.1672727272727,6.18809523809524,76,,,,,-95.7645161290323,,,,,-16.1709677419355,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.317
74,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9981818181818,-11.1709090909091,6.17261904761905,76,,,,,-95.7129032258065,,,,,-16.1741935483871,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.328
75,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0109090909091,-11.1745454545455,6.15714285714286,76,,,,,-95.6612903225806,,,,,-16.1774193548387,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.328
76,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0236363636364,-11.1781818181818,6.14166666666667,76,,,,,-95.6096774193548,,,,,-16.1806451612903,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.329
77,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0363636363636,-11.1818181818182,6.12619047619048,76,,,,,-95.558064516129,,,,,-16.1838709677419,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.329
78,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0490909090909,-11.1854545454546,6.11071428571429,76,,,,,-95.5064516129032,,,,,-16.1870967741936,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
79,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0618181818182,-11.1890909090909,6.0952380952381,76,,,,,-95.4548387096774,,,,,-16.1903225806452,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
80,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0745454545454,-11.1927272727273,6.07976190476191,76,,,,,-95.4032258064516,,,,,-16.1935483870968,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
81,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0872727272727,-11.1963636363636,6.06428571428571,76,,,,,-95.3516129032258,,,,,-16.1967741935484,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
82,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.1,-11.2,6.04880952380952,76,,,,,-95.3,,,,,-16.2,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
83,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.1379310344828,-11.2103448275862,6.03333333333333,76,,,,,-95.3448275862069,,,,,-16.2448275862069,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
84,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.1758620689655,-11.2206896551724,6.01785714285714,76,,,,,-95.3896551724138,,,,,-16.2896551724138,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
85,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.2137931034483,-11.2310344827586,6.00238095238095,76,,,,,-95.4344827586207,,,,,-16.3344827586207,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
86,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.251724137931,-11.2413793103448,5.98690476190476,76,,,,,-95.4793103448276,,,,,-16.3793103448276,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
87,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.2896551724138,-11.251724137931,5.97142857142857,76,,,,,-95.5241379310345,,,,,-16.4241379310345,,,,,,100,,,,,,,,,,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
88,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.3275862068965,-11.2620689655172,5.95595238095238,76,,,,,-95.5689655172414,,,,,-16.4689655172414,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
89,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.3655172413793,-11.2724137931035,5.94047619047619,76,,,,,-95.6137931034483,,,,,-16.5137931034483,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
90,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.4034482758621,-11.2827586206897,5.925,76,,,,,-95.6586206896552,,,,,-16.5586206896552,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
