Message,Time,Longitude,Latitude,NR_Scan_NR_ARFCN,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6,Time_Numeric
10,2025-03-14 12:14:32,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954472.966
11,2025-03-14 12:14:32,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954472.966
12,2025-03-14 12:14:32,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954472.966
13,2025-03-14 12:14:34,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954474.592
14,2025-03-14 12:14:34,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954474.592
15,2025-03-14 12:14:35,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954475.796
16,2025-03-14 12:14:35,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954475.796
17,2025-03-14 12:14:35,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954475.796
18,2025-03-14 12:14:35,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954475.796
19,2025-03-14 12:14:36,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954476.171
20,2025-03-14 12:14:36,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954476.171
21,2025-03-14 12:14:36,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954476.202
22,2025-03-14 12:14:36,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954476.202
23,2025-03-14 12:14:36,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954476.202
24,2025-03-14 12:14:37,29.02949,41.10723,640704,246,76,59,68,40,59,76,-118.879271808978,-91.6906695961216,-103.992706677672,-108.571270536275,-110.730080933373,-112.700347818914,-109.579369654162,-17.7747915377113,-20.8330067830024,-32.1414731729423,-35.195910545844,-37.4539163297074,-38.0821474065256,-33.7191743255488,-5.94003051157688,-9.61093422192706,-21.9793356950296,-24.577012655546,-30.9190406436942,-35.7057669669196,-24.1179805073031,1741954477.264
25,2025-03-14 12:14:37,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.7136674831606,-95.4220697187072,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.1440649316608,-23.9658674460308,-32.3585909615735,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,9.05759930918207,-12.8660119049296,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954477.264
26,2025-03-14 12:14:37,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.7136674831606,-95.4220697187072,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.1440649316608,-23.9658674460308,-32.3585909615735,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,9.05759930918207,-12.8660119049296,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954477.311
27,2025-03-14 12:14:37,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.7136674831606,-95.4220697187072,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.1440649316608,-23.9658674460308,-32.3585909615735,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,9.05759930918207,-12.8660119049296,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954477.342
28,2025-03-14 12:14:37,29.02949,41.10723,640704,48,76,59,68,40,59,76,-82.37125,-95.3449721429496,-104.074015011006,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.51375,-23.1706625445851,-32.3405663651822,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,6.86375,-12.0927042082712,-21.8845268048098,-24.7944694068845,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954477.849
29,2025-03-14 12:14:37,29.02949,41.10723,640704,48,76,59,68,40,59,76,-81.7625,-95.3793121429496,-104.074015011006,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.4075,-23.9295696617228,-32.3405663651822,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,7.9275,-12.8311547926063,-21.8845268048098,-24.7944694068845,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954477.849
30,2025-03-14 12:14:37,29.02949,41.10723,640704,48,76,59,68,40,59,76,-82.98,-95.1972026976221,-103.992706677672,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.62,-23.2269416245287,-32.1414731729423,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,5.8,-12.0927042082712,-21.9793356950296,-24.7944694068845,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954477.849
31,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-81.15375,-95.3970333550709,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.30125,-24.1612983117274,-32.3154953775279,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,8.99125,-13.3621212055016,-21.90166701645,-24.7944694068845,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954478.309
32,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.545,-95.4220697187072,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.195,-25.0433412237375,-32.3585909615735,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,10.055,-14.2268185247294,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954478.309
33,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-79.93625,-95.5366847980723,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.08875,-25.3801999900451,-32.3585909615735,-35.2693117617578,-37.5447815063755,-37.9691990485067,-33.7191743255488,11.11875,-14.5555816435505,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7400994209239,-24.1179805073031,1741954478.309
34,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-79.3275,-95.5366847980723,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-10.9825,-25.9882397824652,-32.4334497522514,-35.2693117617578,-37.5656635335558,-37.9595112348866,-33.7191743255488,12.1825,-15.2092684501319,-21.9206290364759,-24.9232178765573,-31.5279542528736,-35.7400994209239,-24.1179805073031,1741954478.374
35,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-78.71875,-95.5580562266437,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-10.87625,-27.0470983157994,-32.4440697522514,-35.2693117617578,-37.7913470130462,-37.9715786675945,-33.832520778775,13.24625,-16.2646885671901,-21.9206290364759,-24.9232178765573,-31.5279542528736,-35.8821158170278,-24.1179805073031,1741954478.374
36,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-78.11,-96.24,-104.137738344339,-108.362504692063,-111.911724348191,-112.700347818914,-109.558274255733,-10.77,-28.9,-32.4440697522514,-35.2693117617578,-37.8949246757396,-37.9715786675945,-33.832520778775,14.31,-18.22,-21.9206290364759,-24.9232178765573,-31.5437994927651,-35.8548725021829,-24.1179805073031,1741954478.374
37,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-79.0766666666667,-95.934,-104.137738344339,-108.362504692063,-111.537678394206,-112.700347818914,-109.558274255733,-10.82,-28.2451428571429,-32.4440697522514,-35.2693117617578,-37.8115442854269,-37.9715786675945,-33.832520778775,13.2833333333333,-17.5368571428571,-21.9206290364759,-24.9232178765573,-31.5375524361132,-35.712856106079,-24.1179805073031,1741954478.41
38,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-81.01,-96.138,-104.137738344339,-108.362504692063,-111.672319581597,-112.700347818914,-109.558274255733,-10.92,-28.6817142857143,-32.3154953775279,-35.2693117617578,-37.6719912814906,-37.9595112348866,-33.832520778775,11.23,-17.9922857142857,-21.90166701645,-24.9232178765573,-31.5375524361132,-35.712856106079,-24.1179805073031,1741954478.41
39,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.0433333333333,-96.036,-104.137738344339,-108.362504692063,-111.537678394206,-112.700347818914,-109.558274255733,-10.87,-28.4634285714286,-32.3585909615735,-35.2693117617578,-37.7913470130462,-37.9715786675945,-33.832520778775,12.2566666666667,-17.7645714285714,-21.90166701645,-24.9232178765573,-31.5375524361132,-35.712856106079,-24.1179805073031,1741954478.41
40,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.3966666666667,-95.832,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-10.9033333333333,-28.0268571428571,-32.3585909615735,-35.2693117617578,-37.7913470130462,-37.9715786675945,-33.832520778775,11.4966666666667,-17.3091428571429,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.712856106079,-24.1179805073031,1741954478.436
41,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-79.7833333333333,-95.73,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-10.8866666666667,-27.8085714285714,-32.377664465847,-35.2693117617578,-37.7913470130462,-37.9715786675945,-33.832520778775,11.7633333333333,-17.0814285714286,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7400994209239,-24.1179805073031,1741954478.608
42,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.04,-95.526,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.0471428571429,-27.372,-32.3585909615735,-35.2693117617578,-37.5447815063755,-37.9595112348866,-33.7191743255488,10.8614285714286,-16.626,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7400994209239,-24.1179805073031,1741954478.73
43,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-79.17,-95.628,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-10.87,-27.5902857142857,-32.4440697522514,-35.2693117617578,-37.7913470130462,-37.9715786675945,-33.832520778775,12.03,-16.8537142857143,-21.9206290364759,-24.9232178765573,-31.5279542528736,-35.7400994209239,-24.1179805073031,1741954478.73
44,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.91,-95.424,-104.137738344339,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.2242857142857,-27.1537142857143,-32.3154953775279,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,9.69285714285714,-16.3982857142857,-21.90166701645,-24.9232178765573,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954478.73
45,2025-03-14 12:14:38,29.02949,41.10723,640704,48,76,59,68,40,59,76,-81.78,-95.322,-104.074015011006,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.4014285714286,-26.9354285714286,-32.3405663651822,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,8.52428571428571,-16.1705714285714,-21.8845268048098,-24.7944694068845,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954478.749
46,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-83.52,-95.016,-103.992706677672,-108.362504692063,-111.269080451083,-112.700347818914,-109.558274255733,-11.7557142857143,-26.2805714285714,-32.1414731729423,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,6.18714285714286,-15.4874285714286,-22.0514236438142,-24.7944694068845,-31.4276466384455,-35.7057669669196,-24.1179805073031,1741954479.429
47,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-82.65,-94.914,-103.992706677672,-108.362504692063,-111.128101604755,-112.700347818914,-109.558274255733,-11.5785714285714,-26.0622857142857,-32.2529249189741,-35.2693117617578,-37.4868764707767,-38.0417557689069,-33.7191743255488,7.35571428571429,-15.2597142857143,-21.8604490728114,-24.7944694068845,-31.0529232478811,-35.7057669669196,-24.1179805073031,1741954479.429
48,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-84.39,-95.22,-103.992706677672,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-11.9328571428571,-26.7171428571429,-32.1414731729423,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,5.01857142857143,-15.9428571428571,-22.107120793172,-24.7944694068845,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954479.429
49,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-85.26,-95.118,-103.992706677672,-108.362504692063,-111.408832230547,-112.700347818914,-109.558274255733,-12.11,-26.4988571428571,-32.1414731729423,-35.2693117617578,-37.4868764707767,-38.0365465395163,-33.7191743255488,3.85,-15.7151428571429,-22.107120793172,-24.7944694068845,-31.5279542528736,-35.7057669669196,-24.1179805073031,1741954479.429
50,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-83.7766666666667,-94.812,-103.992706677672,-108.362504692063,-110.870802471985,-112.700347818914,-109.558274255733,-11.7266666666667,-25.844,-32.1414731729423,-35.2693117617578,-37.4868764707767,-38.0417557689069,-33.7191743255488,6.13666666666667,-15.032,-22.0514236438142,-24.7944694068845,-31.0529232478811,-35.7057669669196,-24.1179805073031,1741954479.429
51,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-82.2933333333333,-94.71,-104.116505011006,-108.362504692063,-110.870802471985,-112.700347818914,-109.558274255733,-11.3433333333333,-25.6257142857143,-32.3405663651822,-35.2693117617578,-37.4868764707767,-38.0417557689069,-33.7191743255488,8.42333333333333,-14.8042857142857,-21.90166701645,-24.7944694068845,-31.0529232478811,-35.7057669669196,-24.1179805073031,1741954479.499
52,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-80.81,-94.608,-104.137738344339,-108.362504692063,-110.870802471985,-112.700347818914,-109.558274255733,-10.96,-25.4074285714286,-32.3154953775279,-35.2693117617578,-37.5656635335558,-37.9707801800991,-33.7191743255488,10.71,-14.5765714285714,-21.90166701645,-24.9232178765573,-31.0529232478811,-35.7400994209239,-24.1179805073031,1741954479.499
53,2025-03-14 12:14:39,29.02949,41.10723,640704,48,76,59,68,40,59,76,-81.434,-94.506,-104.137738344339,-108.362504692063,-110.870802471985,-112.700347818914,-109.558274255733,-11.036,-25.1891428571429,-32.3154953775279,-35.2693117617578,-37.4868764707767,-38.0320679552869,-33.7191743255488,10.038,-14.3488571428571,-21.90166701645,-24.7944694068845,-31.0529232478811,-35.7057669669196,-24.1179805073031,1741954479.499
