Message,Time,Longitude,Latitude,NR_Scan_NR_ARFCN,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6
61,03/14/2025 12:14:40,29.02949,41.10723,640704,48,,,,,,,,-87.3,,,,,,,,-12.33,,,,,,,,3.12,,,,,,
62,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,03/14/2025 12:14:40,29.02949,41.10723,640704,48,,,,,,,,-85.96,,,,,,,,-11.45,,,,,,,,6.71,,,,,,
69,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,03/14/2025 12:14:40,29.02949,41.10723,640704,48,76,59,,,,,,-82.52,-92.67,-104.59,,,,,,-11.11,-21.26,-33.19,,,,,,9.17,-10.25,-22.55,,,,
72,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,03/14/2025 12:14:40,29.02949,41.10723,640704,48,76,,,,,,,-81.64,-93.47,,,,,,,-10.97,-22.81,,,,,,,10.52,-11.92,,,,,
74,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,03/14/2025 12:14:40,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,03/14/2025 12:14:41,29.02949,41.10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,03/14/2025 12:14:41,29.02947,41.10722,640704,48,76,,,,,,,-82.59,-90.56,,,,,,,-11.35,-19.32,,,,,,,7.26,-8.08,,,,,
81,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,03/14/2025 12:14:41,29.02947,41.10722,640704,48,76,,,,,,,-80.67,-89.85,,,,,,,-11.16,-20.35,,,,,,,8.64,-9.24,,,,,
85,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,03/14/2025 12:14:41,29.02947,41.10722,640704,48,76,,,,,,,-84.82,-92.4,,,,,,,-11.44,-19.02,,,,,,,6.77,-7.72,,,,,
89,03/14/2025 12:14:41,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,03/14/2025 12:14:42,29.02947,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,03/14/2025 12:14:42,29.02944,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,03/14/2025 12:14:42,29.02944,41.10724,640704,48,76,,,,,,,-82.71,-89.63,,,,,,,-11.46,-18.39,,,,,,,6.61,-6.98,,,,,
93,03/14/2025 12:14:42,29.02944,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,03/14/2025 12:14:42,29.02944,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,03/14/2025 12:14:42,29.02944,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,03/14/2025 12:14:42,29.02944,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,03/14/2025 12:14:42,29.02944,41.10724,640704,48,76,,,,,,,-80.06,-87.87,,,,,,,-11.33,-19.14,,,,,,,7.41,-7.88,,,,,
98,03/14/2025 12:14:42,29.02944,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,03/14/2025 12:14:42,29.02944,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,03/14/2025 12:14:42,29.02943,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,03/14/2025 12:14:42,29.02943,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,03/14/2025 12:14:42,29.02943,41.10724,640704,76,48,59,,,,,,-83.98,-88.31,-102.28,,,,,,-12.17,-16.48,-30.47,,,,,,3.66,-4.58,-19.8,,,,
103,03/14/2025 12:14:42,29.02943,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,03/14/2025 12:14:42,29.02943,41.10724,640704,48,76,59,,,,,,-82.5,-85.29,-101.36,,,,,,-12.49,-15.28,-31.36,,,,,,2.64,-2.86,-20.7,,,,
105,03/14/2025 12:14:42,29.02943,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,03/14/2025 12:14:42,29.02943,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,03/14/2025 12:14:42,29.02943,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,03/14/2025 12:14:43,29.02943,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,03/14/2025 12:14:43,29.02941,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,03/14/2025 12:14:43,29.02941,41.10725,640704,48,76,59,,,,,,-83.48,-86.68,-99.12,,,,,,-12.44,-15.64,-28.17,,,,,,2.8,-3.39,-17.47,,,,
111,03/14/2025 12:14:43,29.02941,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,03/14/2025 12:14:43,29.02941,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,03/14/2025 12:14:43,29.02939,41.10726,640704,48,76,59,,,,,,-82.06,-87.99,-98.56,,,,,,-11.71,-17.64,-28,,,,,,5.39,-6.07,-17.3,,,,
115,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,03/14/2025 12:14:43,29.02939,41.10726,640704,48,76,59,,,,,,-80.44,-87,-97.14,,,,,,-11.54,-18.11,-28.25,,,,,,6.2,-6.64,-17.55,,,,
121,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,03/14/2025 12:14:43,29.02939,41.10726,640704,48,76,59,68,,,,,-86.31,-90.75,-96.85,-108.65,,,,,-12.33,-16.77,-22.86,-34.68,,,,,3.15,-4.94,-11.98,-24.04,,,
124,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,03/14/2025 12:14:43,29.02939,41.10726,640704,48,76,59,,,,,,-78.54,-88.16,-94.97,,,,,,-11.18,-20.8,-27.62,,,,,,8.53,-9.75,-16.91,,,,
126,03/14/2025 12:14:43,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,03/14/2025 12:14:44,29.02939,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,03/14/2025 12:14:44,29.02938,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,03/14/2025 12:14:44,29.02938,41.10727,640704,48,76,59,,,,,,-81.36,-87.49,-97.32,,,,,,-11.68,-17.8,-27.64,,,,,,5.53,-6.27,-16.94,,,,
130,03/14/2025 12:14:44,29.02938,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,03/14/2025 12:14:44,29.02938,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,03/14/2025 12:14:44,29.02938,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,03/14/2025 12:14:44,29.02938,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,03/14/2025 12:14:44,29.02936,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,03/14/2025 12:14:44,29.02936,41.10727,640704,48,76,59,,,,,,-81.83,-90.18,-98.18,,,,,,-11.34,-19.69,-27.69,,,,,,7.39,-8.5,-16.98,,,,
136,03/14/2025 12:14:44,29.02936,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,03/14/2025 12:14:44,29.02936,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,03/14/2025 12:14:44,29.02936,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,03/14/2025 12:14:44,29.02936,41.10727,640704,48,76,59,,,,,,-81.29,-85.31,-97.31,,,,,,-12.17,-16.18,-28.18,,,,,,3.64,-4.16,-17.48,,,,
140,03/14/2025 12:14:44,29.02936,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,03/14/2025 12:14:45,29.02936,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,03/14/2025 12:14:45,29.02934,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,03/14/2025 12:14:45,29.02934,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,03/14/2025 12:14:45,29.02934,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,03/14/2025 12:14:45,29.02934,41.10728,640704,48,76,59,,,,,,-80.53,-89.18,-96.02,,,,,,-11.3,-19.96,-26.79,,,,,,7.65,-8.8,-16.07,,,,
146,03/14/2025 12:14:45,29.02934,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,03/14/2025 12:14:45,29.02934,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,03/14/2025 12:14:45,29.02934,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,03/14/2025 12:14:45,29.02934,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,03/14/2025 12:14:45,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,03/14/2025 12:14:45,29.02932,41.10728,640704,48,76,59,,,,,,-80.33,-87.07,-97.83,,,,,,-11.53,-18.28,-29.04,,,,,,6.24,-6.84,-18.36,,,,
152,03/14/2025 12:14:45,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,03/14/2025 12:14:45,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,03/14/2025 12:14:45,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,03/14/2025 12:14:45,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,03/14/2025 12:14:45,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,03/14/2025 12:14:45,29.02932,41.10728,640704,48,76,59,,,,,,-81.31,-86.16,-96.56,,,,,,-11.96,-16.82,-27.22,,,,,,4.37,-5.01,-16.5,,,,
158,03/14/2025 12:14:45,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,03/14/2025 12:14:46,29.02932,41.10728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,03/14/2025 12:14:46,29.0293,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,03/14/2025 12:14:46,29.0293,41.10727,640704,48,76,59,,,,,,-81.94,-87.7,-98.35,,,,,,-11.73,-17.5,-28.15,,,,,,5.28,-5.89,-17.46,,,,
162,03/14/2025 12:14:46,29.0293,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,03/14/2025 12:14:46,29.0293,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,03/14/2025 12:14:46,29.0293,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,03/14/2025 12:14:46,29.0293,41.10727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,03/14/2025 12:14:46,29.02927,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,03/14/2025 12:14:46,29.02927,41.10726,640704,48,76,59,,,,,,-81.7,-85.03,-96.91,,,,,,-12.34,-15.68,-27.55,,,,,,3.08,-3.45,-16.84,,,,
168,03/14/2025 12:14:46,29.02927,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,03/14/2025 12:14:46,29.02927,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,03/14/2025 12:14:46,29.02927,41.10726,640704,48,76,59,68,,,,,-79.98,-93.29,-98.93,-106.74,,,,,-10.89,-24.2,-29.84,-37.64,,,,,11.81,-13.39,-19.17,-27.01,,,
171,03/14/2025 12:14:46,29.02927,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,03/14/2025 12:14:46,29.02927,41.10726,640704,48,76,59,68,,,,,-83.27,-87.56,-98,-107.52,,,,,-12.13,-16.43,-26.86,-35.99,,,,,3.77,-4.49,-16.13,-25.36,,,
173,03/14/2025 12:14:46,29.02927,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,03/14/2025 12:14:47,29.02927,41.10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,03/14/2025 12:14:47,29.02925,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,03/14/2025 12:14:47,29.02925,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,03/14/2025 12:14:47,29.02925,41.10725,640704,48,76,59,68,,,,,-79.34,-83.38,-98.39,-105.98,,,,,-12.11,-16.17,-31.17,-37.76,,,,,3.82,-4.13,-20.51,-27.14,,,
178,03/14/2025 12:14:47,29.02925,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,03/14/2025 12:14:47,29.02925,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,03/14/2025 12:14:47,29.02925,41.10725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,03/14/2025 12:14:47,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,03/14/2025 12:14:47,29.02924,41.10724,640704,48,76,59,68,,,,,-79.55,-83.57,-98.72,-107.03,,,,,-12.13,-16.16,-31.37,-39.78,,,,,3.77,-4.12,-20.72,-29.16,,,
183,03/14/2025 12:14:47,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,03/14/2025 12:14:47,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,03/14/2025 12:14:47,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,03/14/2025 12:14:47,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,03/14/2025 12:14:47,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,03/14/2025 12:14:47,29.02924,41.10724,640704,48,76,59,68,,,,,-80.95,-85.44,-98.79,-107,,,,,-12,-16.48,-29.84,-36.36,,,,,4.22,-4.58,-19.17,-25.73,,,
189,03/14/2025 12:14:47,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,03/14/2025 12:14:48,29.02924,41.10724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,03/14/2025 12:14:48,29.02922,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,03/14/2025 12:14:48,29.02922,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,03/14/2025 12:14:48,29.02922,41.10722,640704,48,76,59,68,,,,,-80,-83.21,-95.06,-111.89,,,,,-12.39,-15.6,-27.45,,,,,,2.95,-3.33,-16.73,-33.38,,,
194,03/14/2025 12:14:48,29.02922,41.10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
