Message,Time,Longitude,Latitude,Technology_Mode,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,Unnamed: 48,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,Time_Numeric
13,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.54,-11.04,6.72021276595745,76,,,,,-97.3,,,,,-16.3,,,,,,100.2375,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
14,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5184615384615,-11.0338461538462,6.74787234042553,76,,,,,-97.3,,,,,-16.3,,,,,,100.245833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
15,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5292307692308,-11.0369230769231,6.73404255319149,76,,,,,-97.3,,,,,-16.3,,,,,,100.241666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
16,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5076923076923,-11.0307692307692,6.76170212765958,,,,,,,,,,,,,,,,,100.25,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
17,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.1714285714286,-11.0571428571429,7.01428571428571,76,,,,,-96.9,,,,,-16.1,,,,,,100.243549023546,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
18,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9785714285714,-11.0428571428571,6.98571428571429,76,,,,,-96.9,,,,,-16.1,,,,,,100.254448789058,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
19,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7857142857143,-11.0285714285714,6.95714285714286,76,,,,,-96.9,,,,,-16.1,,,,,,100.3,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
20,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.3642857142857,-11.0714285714286,7.04285714285714,76,,,,,-96.9,,,,,-16.1,,,,,,100.251193055298,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
21,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4430769230769,-11.0123076923077,6.84468085106383,76,,,,,-96.9,,,,,-16.1,,,,,,100.275,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
22,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4538461538462,-11.0153846153846,6.83085106382979,76,,,,,-96.9,,,,,-16.1,,,,,,100.270833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
23,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4646153846154,-11.0184615384615,6.81702127659575,76,,,,,-96.9,,,,,-16.1,,,,,,100.266666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
24,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4753846153846,-11.0215384615385,6.8031914893617,76,,,,,-96.9,,,,,-16.1,,,,,,100.2625,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
25,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4861538461539,-11.0246153846154,6.78936170212766,76,,,,,-96.9,,,,,-16.1,,,,,,100.258333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
26,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4323076923077,-11.0092307692308,6.85851063829787,76,,,,,-96.9,,,,,-16.1,,,,,,100.279166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
27,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4,-11,6.9,76,,,,,-96.9,,,,,-16.1,,,,,,100.291666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
28,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4215384615385,-11.0061538461539,6.87234042553192,76,,,,,-96.9,,,,,-16.1,,,,,,100.283333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
29,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5928571428571,-11.0142857142857,6.92857142857143,76,,,,,-96.9,,,,,-16.1,,,,,,100.295833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
30,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4107692307692,-11.0030769230769,6.88617021276596,76,,,,,-96.9,,,,,-16.1,,,,,,100.2875,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.03
31,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5507692307692,-11.0430769230769,6.7063829787234,76,,,,,-96.9,,,,,-16.1,,,,,,100.233333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.244
32,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5615384615385,-11.0461538461539,6.69255319148936,76,,,,,-96.9,,,,,-16.1,,,,,,100.229166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.244
33,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5723076923077,-11.0492307692308,6.67872340425532,76,,,,,-96.9,,,,,-16.1,,,,,,100.225,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.246
34,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5830769230769,-11.0523076923077,6.66489361702128,76,,,,,-96.9,,,,,-16.1,,,,,,100.220833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.246
35,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.5938461538462,-11.0553846153846,6.65106382978723,76,,,,,-96.9,,,,,-16.1,,,,,,100.216666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.246
36,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6261538461539,-11.0646153846154,6.60957446808511,76,,,,,-96.9,,,,,-16.1,,,,,,100.204166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.254
37,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6153846153846,-11.0615384615385,6.62340425531915,76,,,,,-96.9,,,,,-16.1,,,,,,100.208333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.254
38,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6046153846154,-11.0584615384615,6.63723404255319,,,,,,,,,,,,,,,,,100.2125,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.254
39,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6584615384615,-11.0738461538462,6.56808510638298,,,,,,,,,,,,,,,,,100.191666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
40,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6692307692308,-11.0769230769231,6.55425531914894,,,,,,,,,,,,,,,,,100.1875,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
41,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6369230769231,-11.0676923076923,6.59574468085106,,,,,,,,,,,,,,,,,100.2,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
42,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.68,-11.08,6.54042553191489,,,,,,,,,,,,,,,,,100.183333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
43,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6476923076923,-11.0707692307692,6.58191489361702,,,,,,,,,,,,,,,,,100.195833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.255
44,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.6907692307692,-11.0830769230769,6.52659574468085,,,,,,,,,,,,,,,,,100.179166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
45,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7123076923077,-11.0892307692308,6.49893617021277,,,,,,,,,,,,,,,,,100.170833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
46,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7230769230769,-11.0923076923077,6.48510638297872,,,,,,,,,,,,,,,,,100.166666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
47,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7015384615385,-11.0861538461539,6.51276595744681,,,,,,,,,,,,,,,,,100.175,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
48,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7338461538462,-11.0953846153846,6.47127659574468,,,,,,,,,,,,,,,,,100.1625,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.256
49,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7446153846154,-11.0984615384615,6.45744680851064,,,,,,,,,,,,,,,,,100.158333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
50,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7876923076923,-11.1107692307692,6.40212765957447,,,,,,,,,,,,,,,,,100.141666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
51,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7661538461538,-11.1046153846154,6.42978723404255,,,,,,,,,,,,,,,,,100.15,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
52,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7769230769231,-11.1076923076923,6.41595744680851,,,,,,,,,,,,,,,,,100.145833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
53,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7984615384615,-11.1138461538462,6.38829787234043,,,,,,,,,,,,,,,,,100.1375,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
54,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.7553846153846,-11.1015384615385,6.4436170212766,,,,,,,,,,,,,,,,,100.154166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.258
55,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8092307692308,-11.1169230769231,6.37446808510638,,,,,,,,,,,,,,,,,100.133333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.259
56,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8307692307692,-11.1230769230769,6.3468085106383,,,,,,,,,,,,,,,,,100.125,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
57,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.82,-11.12,6.36063829787234,,,,,,,,,,,,,,,,,100.129166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
58,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8523076923077,-11.1292307692308,6.31914893617021,,,,,,,,,,,,,,,,,100.116666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
59,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8415384615385,-11.1261538461539,6.33297872340426,,,,,,,,,,,,,,,,,100.120833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.261
60,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8630769230769,-11.1323076923077,6.30531914893617,,,,,,,,,,,,,,,,,100.1125,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.304
61,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8953846153846,-11.1415384615385,6.26382978723404,,,,,,,,,,,,,,,,,100.1,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.305
62,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8738461538462,-11.1353846153846,6.29148936170213,,,,,,,,,,,,,,,,,100.108333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.305
63,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.8846153846154,-11.1384615384615,6.27765957446809,,,,,,,,,,,,,,,,,100.104166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.305
64,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9169230769231,-11.1476923076923,6.23617021276596,,,,,,,,,,,,,,,,,100.091666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.311
65,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9061538461538,-11.1446153846154,6.25,,,,,,,,,,,,,,,,,100.095833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.311
66,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9276923076923,-11.1507692307692,6.22234042553192,,,,,,,,,,,,,,,,,100.0875,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
67,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9384615384615,-11.1538461538462,6.20851063829787,,,,,,,,,,,,,,,,,100.083333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
68,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.96,-11.16,6.18085106382979,,,,,,,,,,,,,,,,,100.075,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
69,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9492307692308,-11.1569230769231,6.19468085106383,,,,,,,,,,,,,,,,,100.079166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.313
70,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9707692307692,-11.1630769230769,6.16702127659575,,,,,,,,,,,,,,,,,100.070833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.316
71,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9815384615385,-11.1661538461539,6.1531914893617,,,,,,,,,,,,,,,,,100.066666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.316
72,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0030769230769,-11.1723076923077,6.12553191489362,76,,,,,-95.3,,,,,-16.2,,,,,,100.058333333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.317
73,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.9923076923077,-11.1692307692308,6.13936170212766,76,,,,,-95.3,,,,,-16.2,,,,,,100.0625,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.317
74,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0138461538462,-11.1753846153846,6.11170212765958,76,,,,,-95.3,,,,,-16.2,,,,,,100.054166666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.328
75,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0246153846154,-11.1784615384615,6.09787234042553,76,,,,,-95.3,,,,,-16.2,,,,,,100.05,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.328
76,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0353846153846,-11.1815384615385,6.08404255319149,76,,,,,-95.3,,,,,-16.2,,,,,,100.045833333333,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.329
77,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0461538461538,-11.1846153846154,6.07021276595745,76,,,,,-95.3,,,,,-16.2,,,,,,100.041666666667,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.329
78,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.0569230769231,-11.1876923076923,6.0563829787234,76,,,,,-95.3,,,,,-16.2,,,,,,100.0375,0,0,83.4872305472305,,,,,,83.4872305472305,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474.331
