step,DL_lon,DL_lat,UL_lon,UL_lat,Scanner_lon,Scanner_lat,fused_lon,fused_lat
63,29.021229,41.104637,29.02145,41.1053,29.02303,41.1053,29.02157,41.104942
64,29.021229,41.104637,29.02145,41.1053,29.02303,41.1053,29.02157,41.104942
65,29.021229,41.104637,29.02145,41.1053,29.02303,41.1053,29.02157,41.104942
66,29.021229,41.104637,29.02145,41.105305,29.02303,41.1053,29.02157,41.104946
67,29.021229,41.104637,29.02145,41.105305,29.02303,41.1053,29.02157,41.104946
68,29.021229,41.104637,29.02145,41.105305,29.02303,41.1053,29.02157,41.104946
69,29.021229,41.104637,29.02145,41.105305,29.023031,41.10513,29.02157,41.104923
70,29.021229,41.104637,29.02145,41.105305,29.023031,41.10513,29.02157,41.104923
71,29.021229,41.104637,29.027334,41.10729,29.023031,41.10513,29.023403,41.105537
72,29.021229,41.104637,29.027334,41.10729,29.023888,41.10657,29.023531,41.105755
73,29.021229,41.104637,29.027334,41.10729,29.023888,41.10657,29.023531,41.105755
74,29.021229,41.104637,29.027334,41.10729,29.023941,41.10654,29.023537,41.10575
75,29.021229,41.104637,29.027334,41.10729,29.023941,41.10654,29.023537,41.10575
76,29.021229,41.104637,29.027334,41.10729,29.023941,41.10654,29.023537,41.10575
77,29.021229,41.104637,29.027334,41.10729,29.023941,41.10654,29.023537,41.10575
78,29.021229,41.104637,29.027334,41.10729,29.023941,41.10654,29.023537,41.10575
79,29.021229,41.104637,29.027334,41.10729,29.023941,41.10654,29.023537,41.10575
80,29.021229,41.104637,29.027334,41.10729,29.023941,41.10654,29.023537,41.10575
81,29.021229,41.104637,29.027334,41.10729,29.023819,41.106606,29.02352,41.105762
82,29.021229,41.104637,29.027334,41.10729,29.023819,41.106606,29.02352,41.105762
83,29.02886,41.107113,29.027334,41.10729,29.023819,41.106606,29.027632,41.107094
84,29.02886,41.107113,29.027334,41.10729,29.023819,41.106606,29.027632,41.107094
85,29.02886,41.107113,29.027334,41.10729,29.02382,41.106586,29.027632,41.10709
86,29.02886,41.107113,29.02145,41.104618,29.02382,41.106586,29.025795,41.10626
87,29.02886,41.107113,29.02145,41.104618,29.021528,41.10533,29.025454,41.106068
88,29.029198,41.107113,29.02145,41.104618,29.021528,41.10533,29.025637,41.106068
89,29.029198,41.107113,29.02145,41.104618,29.02156,41.10536,29.02564,41.106075
90,29.029198,41.107113,29.02145,41.104618,29.02156,41.10536,29.02564,41.106075
91,29.029198,41.107113,29.02145,41.104618,29.02156,41.10536,29.02564,41.106075
92,29.029198,41.107113,29.02145,41.104618,29.02156,41.10536,29.02564,41.106075
93,29.029198,41.107113,29.02145,41.104618,29.021559,41.10533,29.02564,41.106068
94,29.029198,41.107113,29.02145,41.104618,29.021559,41.10533,29.02564,41.106068
95,29.029198,41.107113,29.02145,41.104618,29.021559,41.10533,29.02564,41.106068
96,29.029198,41.107113,29.02145,41.104607,29.021559,41.10533,29.02564,41.106064
97,29.029198,41.107113,29.02145,41.104607,29.021559,41.10533,29.02564,41.106064
98,29.021154,41.105133,29.02145,41.104607,29.02154,41.105316,29.021305,41.105
99,29.021154,41.105133,29.02145,41.104607,29.02154,41.105316,29.021305,41.105
100,29.021154,41.105133,29.02145,41.104607,29.02154,41.105316,29.021305,41.105
101,29.021154,41.105133,29.02145,41.10511,29.02154,41.105316,29.021305,41.105156
102,29.021154,41.105133,29.02145,41.10511,29.02154,41.105316,29.021305,41.105156
103,29.021229,41.10491,29.02145,41.10511,29.02341,41.106857,29.021626,41.105267
104,29.021229,41.10491,29.02145,41.10511,29.02341,41.106857,29.021626,41.105267
105,29.021229,41.10491,29.02145,41.10511,29.02396,41.10674,29.021708,41.105247
106,29.021229,41.10491,29.02145,41.10511,29.02396,41.10674,29.021708,41.105247
107,29.021229,41.10491,29.02145,41.10511,29.02396,41.10674,29.021708,41.105247
108,29.021229,41.104637,29.02145,41.10511,29.02396,41.10674,29.021708,41.1051
109,29.021229,41.104637,29.02145,41.10511,29.02396,41.10674,29.021708,41.1051
110,29.021229,41.104637,29.02145,41.10511,29.02396,41.10674,29.021708,41.1051
111,29.021229,41.104637,29.02145,41.10511,29.024002,41.10699,29.021715,41.105137
112,29.028872,41.10735,29.02145,41.10511,29.024002,41.10699,29.02583,41.106598
113,29.028872,41.10735,29.02145,41.10511,29.024002,41.10699,29.02583,41.106598
114,29.028872,41.10735,29.02145,41.10511,29.024002,41.10699,29.02583,41.106598
115,29.028872,41.10735,29.02145,41.10511,29.023928,41.106945,29.02582,41.10659
116,29.028872,41.10735,29.02145,41.104618,29.023928,41.106945,29.02582,41.106438
117,29.028872,41.10735,29.02145,41.104618,29.023928,41.106945,29.02582,41.106438
118,29.028872,41.10735,29.02145,41.104618,29.023928,41.106945,29.02582,41.106438
119,29.028872,41.10735,29.02145,41.104618,29.023928,41.106945,29.02582,41.106438
120,29.028872,41.10735,29.02145,41.104618,29.023928,41.106945,29.02582,41.106438
121,29.028872,41.10735,29.02145,41.104618,29.02394,41.106922,29.02582,41.106434
122,29.028872,41.10735,29.02145,41.104618,29.02394,41.106922,29.02582,41.106434
123,29.028872,41.10735,29.02145,41.104607,29.02394,41.106922,29.02582,41.10643
124,29.028872,41.10735,29.02145,41.104607,29.02907,41.107246,29.026588,41.10648
125,29.028872,41.10735,29.02145,41.104607,29.02907,41.107246,29.026588,41.10648
126,29.028872,41.10735,29.02145,41.104607,29.028984,41.107212,29.026575,41.106476
127,29.021229,41.104637,29.02145,41.104607,29.028984,41.107212,29.02246,41.105015
128,29.021229,41.104637,29.02145,41.104607,29.028984,41.107212,29.02246,41.105015
129,29.021229,41.104637,29.02145,41.104607,29.028984,41.107212,29.02246,41.105015
130,29.020931,41.104843,29.028204,41.107224,29.029186,41.107216,29.024435,41.10594
131,29.020931,41.104843,29.028204,41.107224,29.029186,41.107216,29.024435,41.10594
132,29.020931,41.104843,29.028204,41.107224,29.029186,41.107216,29.024435,41.10594
133,29.020931,41.104843,29.028204,41.107224,29.029186,41.107216,29.024435,41.10594
134,29.020931,41.104843,29.028204,41.107224,29.029186,41.107216,29.024435,41.10594
135,29.020931,41.104843,29.028204,41.107224,29.029186,41.107216,29.024435,41.10594
136,29.020931,41.104843,29.028204,41.107224,29.029251,41.107246,29.024445,41.105946
137,29.020931,41.104843,29.028204,41.107224,29.029251,41.107246,29.024445,41.105946
138,29.020931,41.104843,29.027967,41.107224,29.029251,41.107246,29.024372,41.105946
139,29.020931,41.104843,29.027967,41.107224,29.02393,41.10693,29.023575,41.1059
140,29.020931,41.104843,29.027967,41.107224,29.023932,41.10701,29.023575,41.10591
141,29.020931,41.104843,29.027967,41.107224,29.023932,41.10701,29.023575,41.10591
142,29.020931,41.104843,29.027967,41.107224,29.023932,41.10701,29.023575,41.10591
143,29.029337,41.10729,29.027967,41.107224,29.023932,41.10701,29.028101,41.107227
144,29.029337,41.10729,29.027967,41.107224,29.023932,41.10701,29.028101,41.107227
145,29.029036,41.10729,29.02145,41.104618,29.023932,41.10701,29.02591,41.106415
146,29.029036,41.10729,29.02145,41.104618,29.023884,41.106937,29.025902,41.106403
147,29.029036,41.10729,29.02145,41.104618,29.023884,41.106937,29.025902,41.106403
148,29.029036,41.10729,29.02145,41.104618,29.023884,41.106937,29.025902,41.106403
149,29.029036,41.10729,29.02145,41.104618,29.023884,41.106937,29.025902,41.106403
150,29.029036,41.10729,29.02145,41.104618,29.023884,41.106937,29.025902,41.106403
151,29.029036,41.10729,29.02145,41.104618,29.023884,41.106937,29.025902,41.106403
152,29.029036,41.10729,29.02145,41.104618,29.023941,41.106915,29.02591,41.1064
153,29.029036,41.10729,29.02145,41.104607,29.023941,41.106915,29.02591,41.106396
154,29.029036,41.10729,29.02145,41.104607,29.023941,41.106915,29.02591,41.106396
155,29.029036,41.10729,29.02145,41.104607,29.023941,41.106915,29.02591,41.106396
156,29.029036,41.10729,29.02145,41.104607,29.023941,41.106915,29.02591,41.106396
157,29.029036,41.10729,29.02145,41.104607,29.023941,41.106915,29.02591,41.106396
158,29.021229,41.104637,29.02145,41.104607,29.023922,41.106976,29.021702,41.10498
159,29.021229,41.104637,29.02145,41.104607,29.023922,41.106976,29.021702,41.10498
160,29.021229,41.104637,29.02145,41.104607,29.023922,41.106976,29.021702,41.10498
161,29.021229,41.104637,29.028406,41.10735,29.023922,41.106976,29.023869,41.10584
162,29.021229,41.104637,29.028406,41.10735,29.023928,41.106945,29.023872,41.10583
163,29.020931,41.104843,29.028406,41.10735,29.023928,41.106945,29.02371,41.10594
164,29.020931,41.104843,29.028406,41.10735,29.023928,41.106945,29.02371,41.10594
165,29.020931,41.104843,29.028406,41.10735,29.023928,41.106945,29.02371,41.10594
166,29.020931,41.104843,29.028406,41.10735,29.023928,41.106945,29.02371,41.10594
167,29.020931,41.104843,29.028406,41.10735,29.023928,41.106945,29.02371,41.10594
168,29.020931,41.104843,29.027843,41.107357,29.023989,41.107033,29.023544,41.105953
169,29.020931,41.104843,29.027843,41.107357,29.023989,41.107033,29.023544,41.105953
170,29.020931,41.104843,29.027843,41.107357,29.023989,41.107033,29.023544,41.105953
171,29.020931,41.104843,29.027843,41.107357,29.029264,41.10725,29.024336,41.105988
172,29.020931,41.104843,29.027843,41.107357,29.029264,41.10725,29.024336,41.105988
173,29.020931,41.104843,29.027843,41.107357,29.029264,41.107216,29.024336,41.105984
174,29.029303,41.107365,29.027843,41.107357,29.029264,41.107216,29.028843,41.10734
175,29.029303,41.107365,29.027843,41.107357,29.029264,41.107216,29.028843,41.10734
176,29.029303,41.107365,29.02145,41.104618,29.029264,41.107216,29.026848,41.106487
177,29.029303,41.107365,29.02145,41.104618,29.029264,41.107216,29.026848,41.106487
178,29.02916,41.107365,29.02145,41.104618,29.029211,41.107227,29.026766,41.10649
179,29.02916,41.107365,29.02145,41.104618,29.029211,41.107227,29.026766,41.10649
180,29.02916,41.107365,29.02145,41.104618,29.029211,41.107227,29.026766,41.10649
181,29.02916,41.107365,29.02145,41.104607,29.029211,41.107227,29.026766,41.106487
182,29.02916,41.107365,29.02145,41.104607,29.029211,41.107227,29.026766,41.106487
183,29.02916,41.107365,29.02145,41.104607,29.029276,41.10725,29.026775,41.10649
184,29.02916,41.107365,29.02145,41.104607,29.029276,41.10725,29.026775,41.10649
185,29.02916,41.107365,29.02145,41.104607,29.029276,41.10725,29.026775,41.10649
186,29.02916,41.107365,29.02145,41.104607,29.029276,41.10725,29.026775,41.10649
187,29.02916,41.107365,29.02145,41.104607,29.029276,41.10725,29.026775,41.10649
188,29.02916,41.107365,29.02145,41.104607,29.029276,41.10725,29.026775,41.10649
189,29.021229,41.104637,29.02145,41.104607,29.029276,41.107224,29.022505,41.10502
190,29.021229,41.104637,29.02145,41.104607,29.029276,41.107224,29.022505,41.10502
191,29.021229,41.104637,29.02145,41.104607,29.029276,41.107224,29.022505,41.10502
192,29.020931,41.104843,29.02145,41.104607,29.029276,41.107224,29.022343,41.10513
193,29.020931,41.104843,29.026714,41.107292,29.029276,41.107224,29.023987,41.105965
194,29.020931,41.104843,29.026714,41.107292,29.02907,41.107258,29.023954,41.10597
195,29.020931,41.104843,29.026714,41.107292,29.02907,41.107258,29.023954,41.10597
196,29.020931,41.104843,29.026714,41.107292,29.02907,41.107258,29.023954,41.10597
197,29.020931,41.104843,29.026714,41.107292,29.02907,41.107258,29.023954,41.10597
198,29.020931,41.104843,29.026714,41.107292,29.02907,41.107258,29.023954,41.10597
199,29.020931,41.104843,29.026714,41.107292,29.02907,41.107258,29.023954,41.10597
200,29.020931,41.104843,29.026714,41.107292,29.029133,41.107265,29.023966,41.10597
201,29.020931,41.104843,29.026714,41.107292,29.029133,41.107265,29.023966,41.10597
202,29.020931,41.104843,29.026714,41.107292,29.029133,41.107265,29.023966,41.10597
203,29.020931,41.104843,29.026714,41.107292,29.029213,41.107235,29.023975,41.105965
204,29.020931,41.104843,29.026714,41.107292,29.029213,41.107235,29.023975,41.105965
205,29.029335,41.10726,29.026714,41.107292,29.029213,41.107235,29.028502,41.10727
206,29.029335,41.10726,29.026714,41.107292,29.029213,41.107235,29.028502,41.10727
207,29.029196,41.107258,29.026714,41.107292,29.029093,41.107235,29.028408,41.10727
208,29.029196,41.107258,29.02145,41.104618,29.029093,41.107235,29.02677,41.106434
209,29.029196,41.107258,29.02145,41.104618,29.029093,41.107235,29.02677,41.106434
210,29.029196,41.107258,29.02145,41.104618,29.028976,41.107094,29.02675,41.106415
211,29.029196,41.107258,29.02145,41.104618,29.028976,41.107094,29.02675,41.106415
212,29.029196,41.107258,29.02145,41.104618,29.028976,41.107094,29.02675,41.106415
213,29.029196,41.107258,29.02145,41.104618,29.028976,41.107094,29.02675,41.106415
214,29.029196,41.107258,29.02145,41.104607,29.029053,41.1072,29.026762,41.106426
215,29.029196,41.107258,29.02145,41.104607,29.029053,41.1072,29.026762,41.106426
216,29.029196,41.107258,29.02145,41.104607,29.029053,41.1072,29.026762,41.106426
217,29.029196,41.107258,29.02145,41.104607,29.029053,41.1072,29.026762,41.106426
218,29.029196,41.107258,29.02145,41.104607,29.026728,41.107365,29.026413,41.106453
219,29.029196,41.107258,29.02145,41.104607,29.026728,41.107365,29.026413,41.106453
220,29.021229,41.104637,29.02145,41.104607,29.026728,41.107365,29.022121,41.10504
221,29.021229,41.104637,29.02145,41.104607,29.02672,41.10731,29.022121,41.10503
222,29.020931,41.104843,29.028093,41.1072,29.02672,41.10731,29.02403,41.10595
223,29.020931,41.104843,29.028093,41.1072,29.02672,41.10731,29.02403,41.10595
224,29.020931,41.104843,29.028093,41.1072,29.02672,41.10731,29.02403,41.10595
225,29.020931,41.104843,29.028093,41.1072,29.026726,41.107197,29.02403,41.10593
226,29.020931,41.104843,29.028093,41.1072,29.026726,41.107197,29.02403,41.10593
227,29.020931,41.104843,29.028093,41.1072,29.026726,41.107197,29.02403,41.10593
228,29.020931,41.104843,29.028093,41.1072,29.026726,41.107197,29.02403,41.10593
229,29.020931,41.104843,29.02756,41.107216,29.023764,41.10705,29.023424,41.105915
230,29.020931,41.104843,29.02756,41.107216,29.023764,41.10705,29.023424,41.105915
231,29.020931,41.104843,29.02756,41.107216,29.023764,41.10705,29.023424,41.105915
232,29.020931,41.104843,29.02756,41.107216,29.02712,41.10718,29.023924,41.105938
233,29.020931,41.104843,29.02756,41.107216,29.02712,41.10718,29.023924,41.105938
234,29.020931,41.104843,29.02756,41.107216,29.02712,41.10718,29.023924,41.105938
235,29.020931,41.104843,29.02756,41.107216,29.02908,41.10714,29.024218,41.10593
236,29.020931,41.104843,29.02756,41.107216,29.02908,41.10714,29.024218,41.10593
237,29.021229,41.104637,29.02145,41.104618,29.02908,41.10714,29.022474,41.105007
238,29.021229,41.104637,29.02145,41.104618,29.02908,41.10714,29.022474,41.105007
239,29.021229,41.104637,29.02145,41.104618,29.02908,41.10714,29.022474,41.105007
240,29.021229,41.104637,29.02145,41.104618,29.029142,41.107243,29.022484,41.105022
241,29.021229,41.104637,29.02145,41.104618,29.029142,41.107243,29.022484,41.105022
242,29.021229,41.104637,29.02145,41.104607,29.029041,41.10715,29.02247,41.105003
243,29.021229,41.104637,29.02145,41.104607,29.029041,41.10715,29.02247,41.105003
244,29.021229,41.104637,29.02145,41.104607,29.029041,41.10715,29.02247,41.105003
245,29.021229,41.104637,29.02145,41.104607,29.029041,41.10715,29.02247,41.105003
246,29.029516,41.1072,29.02145,41.104607,29.029034,41.10708,29.026932,41.106377
247,29.029516,41.1072,29.02145,41.104607,29.029034,41.10708,29.026932,41.106377
248,29.029516,41.1072,29.02145,41.104607,29.029034,41.10708,29.026932,41.106377
249,29.029516,41.1072,29.02145,41.104607,29.029034,41.10708,29.026932,41.106377
250,29.029516,41.1072,29.02145,41.104607,29.029034,41.10708,29.026932,41.106377
251,29.029516,41.1072,29.02145,41.104607,29.029001,41.10708,29.026928,41.106377
252,29.029516,41.1072,29.02145,41.104607,29.029001,41.10708,29.026928,41.106377
253,29.029516,41.1072,29.02145,41.104607,29.029001,41.10708,29.026928,41.106377
254,29.029516,41.1072,29.027636,41.10725,29.029001,41.10708,29.028854,41.107197
255,29.029516,41.1072,29.027636,41.10725,29.029001,41.10708,29.028854,41.107197
256,29.029516,41.1072,29.027636,41.10725,29.029001,41.10708,29.028854,41.107197
257,29.029516,41.1072,29.027302,41.10725,29.029001,41.10708,29.02875,41.107197
258,29.029516,41.1072,29.027302,41.10725,29.028906,41.10705,29.028736,41.107193
259,29.029516,41.1072,29.027302,41.10725,29.028906,41.10705,29.028736,41.107193
260,29.029516,41.1072,29.027302,41.10725,29.028906,41.10705,29.028736,41.107193
261,29.021229,41.104637,29.027302,41.10725,29.028906,41.10705,29.024273,41.105812
262,29.021229,41.104637,29.027302,41.10725,29.028767,41.107124,29.024252,41.105824
263,29.020931,41.104843,29.027302,41.10725,29.028767,41.107124,29.024094,41.105934
264,29.020931,41.104843,29.027302,41.10725,29.028767,41.107124,29.024094,41.105934
265,29.020931,41.104843,29.027302,41.10725,29.028767,41.107124,29.024094,41.105934
266,29.020931,41.104843,29.027302,41.10725,29.028767,41.107124,29.024094,41.105934
267,29.020931,41.104843,29.027302,41.10725,29.028767,41.107124,29.024094,41.105934
268,29.020931,41.104843,29.027302,41.10725,29.028858,41.107,29.024107,41.105915
269,29.020931,41.104843,29.02145,41.104618,29.028858,41.107,29.022282,41.1051
270,29.020931,41.104843,29.02145,41.104618,29.028858,41.107,29.022282,41.1051
271,29.020931,41.104843,29.02145,41.104618,29.028858,41.107,29.022282,41.1051
272,29.020931,41.104843,29.02145,41.104618,29.028904,41.107048,29.022287,41.105106
273,29.020931,41.104843,29.02145,41.104618,29.028904,41.107048,29.022287,41.105106
274,29.020931,41.104843,29.02145,41.104618,29.02888,41.10697,29.022285,41.105095
275,29.020931,41.104843,29.02145,41.104618,29.02888,41.10697,29.022285,41.105095
276,29.02931,41.107258,29.02145,41.104607,29.02888,41.10697,29.026796,41.10639
277,29.02931,41.107258,29.02145,41.104607,29.02888,41.10697,29.026796,41.10639
278,29.029194,41.107254,29.02145,41.104607,29.02888,41.10697,29.026733,41.106384
279,29.029194,41.107254,29.02145,41.104607,29.02888,41.10697,29.026733,41.106384
280,29.029194,41.107254,29.02145,41.104607,29.028818,41.10691,29.026724,41.10638
281,29.029194,41.107254,29.02145,41.104607,29.028818,41.10691,29.026724,41.10638
282,29.029194,41.107254,29.027138,41.107254,29.028818,41.10691,29.028498,41.107204
283,29.029194,41.107254,29.027138,41.107254,29.028818,41.10691,29.028498,41.107204
284,29.029194,41.107254,29.027138,41.107254,29.028818,41.10691,29.028498,41.107204
285,29.029194,41.107254,29.027138,41.107254,29.028818,41.10691,29.028498,41.107204
286,29.029194,41.107254,29.027138,41.107254,29.028858,41.106964,29.028505,41.107212
287,29.029194,41.107254,29.027138,41.107254,29.028858,41.106964,29.028505,41.107212
288,29.029194,41.107254,29.027138,41.107254,29.028858,41.106964,29.028505,41.107212
289,29.029194,41.107254,29.027138,41.107254,29.028858,41.106964,29.028505,41.107212
290,29.029194,41.107254,29.027138,41.107254,29.028858,41.106964,29.028505,41.107212
291,29.021229,41.104637,29.026705,41.107243,29.028858,41.106964,29.02408,41.1058
292,29.021229,41.104637,29.026705,41.107243,29.028866,41.10697,29.02408,41.1058
293,29.021229,41.104637,29.026705,41.107243,29.028866,41.10697,29.02408,41.1058
294,29.020931,41.104843,29.026705,41.107243,29.028866,41.10697,29.02392,41.10591
295,29.020931,41.104843,29.026705,41.107243,29.028866,41.10697,29.02392,41.10591
296,29.020931,41.104843,29.026705,41.107243,29.028755,41.106865,29.023903,41.105896
297,29.020931,41.104843,29.02145,41.104618,29.028755,41.106865,29.022264,41.10508
298,29.020931,41.104843,29.02145,41.104618,29.028755,41.106865,29.022264,41.10508
299,29.020931,41.104843,29.02145,41.104618,29.028755,41.106865,29.022264,41.10508
300,29.020931,41.104843,29.02145,41.104618,29.028755,41.106865,29.022264,41.10508
301,29.020931,41.104843,29.02145,41.104618,29.02876,41.106964,29.022266,41.10509
302,29.020931,41.104843,29.02145,41.104618,29.02876,41.106964,29.022266,41.10509
303,29.020931,41.104843,29.02145,41.104618,29.02876,41.106964,29.022266,41.10509
304,29.020931,41.104843,29.02145,41.104607,29.02876,41.106964,29.022266,41.105087
305,29.020931,41.104843,29.02145,41.104607,29.02876,41.106964,29.022266,41.105087
306,29.020931,41.104843,29.02145,41.104607,29.028728,41.106926,29.02226,41.10508
307,29.020931,41.104843,29.02145,41.104607,29.028728,41.106926,29.02226,41.10508
308,29.020931,41.104843,29.02145,41.104607,29.028742,41.106937,29.022264,41.105083
309,29.021229,41.104637,29.02145,41.104607,29.028742,41.106937,29.022427,41.104973
310,29.021229,41.104637,29.02145,41.104607,29.028742,41.106937,29.022427,41.104973
311,29.021229,41.104637,29.02145,41.104607,29.026442,41.106934,29.022081,41.104973
312,29.021229,41.104637,29.02145,41.104607,29.026442,41.106934,29.022081,41.104973
313,29.021229,41.104637,29.02145,41.104607,29.026442,41.106934,29.022081,41.104973
314,29.021229,41.104637,29.02145,41.104607,29.028833,41.106968,29.02244,41.104977
315,29.021229,41.104637,29.02145,41.104607,29.028833,41.106968,29.02244,41.104977
316,29.021229,41.104637,29.027147,41.107285,29.028833,41.106968,29.024214,41.105812
317,29.021229,41.104637,29.027147,41.107285,29.028835,41.10692,29.024214,41.105804
318,29.029196,41.10726,29.027147,41.107285,29.028835,41.10692,29.028505,41.10722
319,29.029196,41.10726,29.02696,41.10727,29.028835,41.10692,29.028446,41.107216
320,29.029196,41.10726,29.02696,41.10727,29.028835,41.10692,29.028446,41.107216
321,29.029196,41.10726,29.02696,41.10727,29.028835,41.10692,29.028446,41.107216
322,29.029196,41.10726,29.02696,41.10727,29.028835,41.10692,29.028446,41.107216
323,29.029196,41.10726,29.02696,41.10727,29.028835,41.10692,29.028446,41.107216
324,29.029196,41.10726,29.02696,41.10727,29.028763,41.106873,29.028437,41.10721
325,29.029196,41.10726,29.02696,41.10727,29.028763,41.106873,29.028437,41.10721
326,29.029196,41.10726,29.02696,41.10727,29.028763,41.106873,29.028437,41.10721
327,29.029196,41.10726,29.02696,41.10727,29.028763,41.106873,29.028437,41.10721
328,29.029196,41.10726,29.02696,41.10727,29.028662,41.10678,29.028421,41.107193
329,29.029196,41.10726,29.02696,41.10727,29.02693,41.10678,29.028164,41.107193
330,29.029196,41.10726,29.02696,41.10727,29.02693,41.10678,29.028164,41.107193
331,29.029196,41.10726,29.02145,41.104618,29.02693,41.10678,29.026443,41.106365
332,29.029196,41.10726,29.02145,41.104618,29.02693,41.10678,29.026443,41.106365
333,29.021229,41.104637,29.02145,41.104618,29.026392,41.106834,29.022074,41.104965
334,29.021229,41.104637,29.02145,41.104618,29.026392,41.106834,29.022074,41.104965
335,29.020931,41.104843,29.02145,41.104618,29.026392,41.106834,29.021912,41.105076
336,29.020931,41.104843,29.02145,41.104618,29.026392,41.106834,29.021912,41.105076
337,29.020931,41.104843,29.02145,41.104607,29.02848,41.106792,29.022223,41.105064
338,29.020931,41.104843,29.02145,41.104607,29.02848,41.106792,29.022223,41.105064
339,29.020931,41.104843,29.02145,41.104607,29.02848,41.106792,29.022223,41.105064
340,29.020931,41.104843,29.02145,41.104607,29.02848,41.106792,29.022223,41.105064
341,29.020931,41.104843,29.02145,41.104607,29.02848,41.106792,29.022223,41.105064
342,29.020931,41.104843,29.02145,41.104607,29.028116,41.10676,29.022171,41.105057
343,29.020931,41.104843,29.02145,41.104607,29.028116,41.10676,29.022171,41.105057
344,29.020931,41.104843,29.02145,41.104607,29.028116,41.10676,29.022171,41.105057
