Latitude,Longitude,RSRP_PCI3,RSRP_PCI13,RSRP_PCI23,RSRP_PCI30,RSRP_PCI40,RSRP_PCI48,RSRP_PCI59,RSRP_PCI68,RSRP_PCI76,RSRQ_PCI3,RSRQ_PCI13,RSRQ_PCI23,RSRQ_PCI30,RSRQ_PCI40,RSRQ_PCI48,RSRQ_PCI59,RSRQ_PCI68,RSRQ_PCI76,SINR_Serving,TA_Serving,merged_row_count,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,Technology_Mode,NR_UE_RRCReEst_EndResult
41.1073,29.02906,-140.0,-140.0,-140.0,-140.0,-140.0,-87.1,-140.0,-140.0,-89.3,-30.0,-30.0,-30.0,-30.0,-30.0,-11.6,-30.0,-30.0,-12.5,6.5,0.0,13,102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.5,0.0,0.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10761,29.02203,-140.0,-140.0,-140.0,-88.0,-82.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-16.3,-11.0,-30.0,-30.0,-30.0,-30.0,10.9,0.0,13,150.0,0.0,0.0,1.4,0.0,0.0,72.0,0.0,1.0,1.4,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10693,29.01666,-140.0,-140.0,-140.0,-119.2,-119.2,-140.0,-140.0,-121.2,-120.6,-30.0,-30.0,-30.0,-16.3,-16.4,-30.0,-30.0,-18.8,-17.5,-7.5,0.0,14,150.0,0.0,0.0,8.4,0.0,0.0,205.0,0.0,1.0,8.4,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10783,29.02489,-140.0,-140.0,-140.0,-82.4,-140.0,-140.0,-89.6,-140.0,-140.0,-30.0,-30.0,-30.0,-10.5,-30.0,-30.0,-18.9,-30.0,-30.0,22.7,0.0,14,150.0,0.0,0.0,8.5,0.0,0.0,78.0,0.0,1.0,8.5,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10689,29.01657,-140.0,-140.0,-140.0,-118.9,-118.4,-140.0,-140.0,-120.1,-121.3,-30.0,-30.0,-30.0,-16.1,-15.4,-30.0,-30.0,-16.6,-17.9,-8.0,0.0,15,150.0,0.0,0.0,15.8,8.0,0.0,242.0,0.0,1.0,15.8,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10701,29.01684,-140.0,-140.0,-140.0,-120.1,-117.2,-140.0,-140.0,-118.5,-116.6,-30.0,-30.0,-30.0,-18.1,-15.9,-30.0,-30.0,-16.3,-14.8,-5.9,0.0,15,150.0,0.0,0.0,10.1,0.0,0.0,142.0,0.0,1.0,10.1,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1072,29.02899,-140.0,-140.0,-140.0,-140.0,-140.0,-86.3,-140.0,-140.0,-89.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.8,-30.0,-30.0,-12.0,6.4,0.0,15,101.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10745,29.02914,-140.0,-140.0,-140.0,-140.0,-140.0,-86.2,-140.0,-140.0,-90.8,-30.0,-30.0,-30.0,-30.0,-30.0,-11.9,-30.0,-30.0,-15.4,-1.3,0.0,15,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10764,29.02351,-140.0,-140.0,-140.0,-62.4,-75.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.3,-20.3,-30.0,-30.0,-30.0,-30.0,-16.3,0.0,15,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09963,29.03034,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,18,150.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09981,29.02221,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-120.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.8,-30.0,3.5,0.0,18,136.4,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,4.0,22.2,0.0,7.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10023,29.02158,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-124.7,-120.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.5,-13.7,-30.0,-0.7,0.0,18,137.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,22.2,0.0,8.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10759,29.02332,-140.0,-140.0,-140.0,-75.5,-84.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-18.8,-30.0,-30.0,-30.0,-30.0,-14.1,0.0,18,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10785,29.0291,-140.0,-140.0,-140.0,-140.0,-140.0,-80.0,-140.0,-140.0,-89.4,-30.0,-30.0,-30.0,-30.0,-30.0,-10.7,-30.0,-30.0,-18.9,21.0,0.0,18,95.7,0.0,0.0,4.6,0.0,0.0,62.0,0.0,1.0,4.6,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09932,29.02693,-132.2,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-20.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.2,0.0,19,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,35.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10753,29.0231,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,19,150.0,66580.48,95001.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09931,29.02337,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-123.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-13.9,-30.0,0.4,0.0,20,139.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,22.4,0.0,14.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10439,29.02033,-84.1,-68.5,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-18.7,-10.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.7,0.0,20,150.0,0.0,88203.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10443,29.02055,-140.0,-68.9,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-10.7,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,15.6,0.0,20,150.0,0.0,92254.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09929,29.02686,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-28.0,-30.0,-16.9,0.0,21,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10446,29.02074,-140.0,-61.1,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,27.3,0.0,21,150.0,0.0,94213.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10453,29.02148,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,21,150.0,0.0,81428.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10437,29.02022,-84.6,-66.8,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-22.4,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,17.8,0.0,22,150.0,0.0,92460.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10756,29.02266,-140.0,-140.0,-140.0,-84.3,-85.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.8,-13.3,-30.0,-30.0,-30.0,-30.0,5.3,0.0,22,150.0,95790.03,0.0,5.3,0.0,0.0,145.0,0.0,1.0,5.3,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09934,29.02317,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-13.2,-30.0,2.4,0.0,23,137.1,0.0,0.0,33.3,0.0,0.0,16.0,0.0,1.0,33.3,4.0,22.4,0.0,10.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10514,29.02288,-82.3,-95.3,-99.9,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-11.1,-19.8,-22.3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,13.9,0.0,23,150.0,0.0,92782.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10764,29.02353,-140.0,-140.0,-140.0,-61.2,-75.2,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.3,-20.6,-30.0,-30.0,-30.0,-30.0,-18.1,0.0,23,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10767,29.02368,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,23,150.0,6840.68,1099.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10785,29.02467,-140.0,-140.0,-140.0,-68.4,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,32.7,0.0,23,95.5,96998.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09904,29.02617,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-127.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.2,-30.0,-7.0,0.0,24,150.0,0.0,99.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09936,29.02311,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-120.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.5,-30.0,1.5,0.0,24,137.2,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,4.0,22.3,0.0,8.4,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10469,29.02284,-80.1,-89.4,-140.0,-140.0,-140.0,-140.0,-140.0,-108.0,-140.0,-11.2,-20.1,-30.0,-30.0,-30.0,-30.0,-30.0,-24.7,-30.0,11.0,0.0,24,150.0,97075.2,92938.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10477,29.02304,-81.1,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-83.3,-140.0,-11.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.1,-30.0,6.7,0.0,24,150.0,0.0,92044.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10479,29.02301,-77.0,-104.3,-140.0,-140.0,-140.0,-140.0,-140.0,-88.7,-140.0,-11.0,-26.1,-30.0,-30.0,-30.0,-30.0,-30.0,-20.4,-30.0,10.0,0.0,24,150.0,0.0,92982.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10484,29.02297,-75.2,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-100.1,-140.0,-10.7,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-24.5,-30.0,14.4,0.0,24,150.0,0.0,92549.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10543,29.02281,-83.0,-140.0,-90.1,-140.0,-107.8,-140.0,-140.0,-140.0,-140.0,-11.5,-30.0,-15.7,-30.0,-25.9,-30.0,-30.0,-30.0,-30.0,6.3,0.0,24,150.0,0.0,92798.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10546,29.02769,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-75.7,-81.3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.0,-15.0,-2.3,0.0,24,150.0,97484.8,0.0,2.5,0.0,0.0,31.0,0.0,1.0,2.5,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1055,29.0228,-86.8,-140.0,-86.3,-140.0,-91.9,-140.0,-140.0,-140.0,-140.0,-13.3,-30.0,-13.5,-30.0,-18.2,-30.0,-30.0,-30.0,-30.0,5.1,0.0,24,150.0,0.0,92028.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1074,29.02183,-140.0,-140.0,-140.0,-140.0,-73.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,27.3,0.0,24,150.0,95206.53,0.0,12.0,0.0,0.0,57.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10467,29.02269,-81.5,-87.9,-140.0,-140.0,-140.0,-140.0,-140.0,-94.8,-140.0,-11.2,-17.5,-30.0,-30.0,-30.0,-30.0,-30.0,-21.0,-30.0,11.7,0.0,25,150.0,0.0,94207.55,10.7,0.0,0.0,66.0,0.0,1.0,10.7,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10521,29.02287,-78.0,-100.8,-129.6,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-10.8,-24.9,-34.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,11.7,0.0,25,150.0,0.0,93092.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10699,29.02152,-140.0,-140.0,-140.0,-140.0,-74.9,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.3,-30.0,-30.0,-30.0,-30.0,29.7,0.0,25,150.0,95068.16,0.0,7.6,0.0,0.0,61.0,0.0,1.0,7.6,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10774,29.02393,-140.0,-140.0,-140.0,-66.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,35.3,0.0,25,85.9,97286.76,0.0,0.8,0.0,0.0,25.0,0.0,1.0,0.8,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10788,29.02691,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-79.9,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.7,-30.0,-30.0,11.4,0.0,25,150.0,97622.91,0.0,2.5,0.0,0.0,27.0,0.0,1.0,2.5,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.099,29.02604,-140.0,-140.0,-140.0,-140.0,-132.2,-140.0,-140.0,-137.5,-140.0,-30.0,-30.0,-30.0,-30.0,-19.4,-30.0,-30.0,-25.2,-30.0,-9.9,0.0,26,150.0,0.0,3768.54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09965,29.02747,-126.4,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-14.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,26,150.0,0.0,0.0,100.0,0.0,0.0,30.0,0.0,1.0,100.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10488,29.02451,-94.4,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-82.2,-140.0,-17.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,-30.0,10.7,0.0,26,150.0,0.0,93347.35,0.3,0.0,0.0,103.0,0.0,1.0,0.3,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10493,29.02294,-79.8,-111.9,-94.8,-140.0,-140.0,-140.0,-140.0,-98.4,-140.0,-11.3,-28.9,-22.6,-30.0,-30.0,-30.0,-30.0,-23.3,-30.0,11.6,0.0,26,150.0,0.0,92909.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10505,29.02562,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-76.0,-85.2,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-20.4,26.2,0.0,26,150.0,0.0,93397.32,7.4,0.0,0.0,87.0,0.0,1.0,7.4,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10536,29.02283,-81.2,-96.1,-87.8,-140.0,-91.5,-140.0,-140.0,-140.0,-140.0,-11.5,-21.6,-15.1,-30.0,-17.2,-30.0,-30.0,-30.0,-30.0,7.5,0.0,26,150.0,0.0,92609.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
