Message,Time,Longitude,Latitude,Technology_Mode,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,Unnamed: 48,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,Time_Numeric
10,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.75,-11.1,7.1,76,,,,,-97.3,,,,,-16.3,,,,,,101.1654936,56.29958631,9.610798812,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
11,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.55714286,-11.08571429,7.071428571,76,,,,,-97.3,,,,,-16.3,,,,,,100.4344188,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
12,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.49692308,-11.02769231,6.775531915,76,,,,,-97.3,,,,,-16.3,,,,,,100.2541667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
13,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.54,-11.04,6.720212766,76,,,,,-97.3,,,,,-16.3,,,,,,100.2375,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
14,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.51846154,-11.03384615,6.74787234,76,,,,,-97.3,,,,,-16.3,,,,,,100.2458333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
15,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.52923077,-11.03692308,6.734042553,76,,,,,-97.3,,,,,-16.3,,,,,,100.2416667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
16,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.50769231,-11.03076923,6.761702128,,,,,,,,,,,,,,,,,100.25,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
17,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.17142857,-11.05714286,7.014285714,76,,,,,-96.9,,,,,-16.1,,,,,,100.243549,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
18,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.97857143,-11.04285714,6.985714286,76,,,,,-96.9,,,,,-16.1,,,,,,100.2544488,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
19,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.78571429,-11.02857143,6.957142857,76,,,,,-96.9,,,,,-16.1,,,,,,100.3,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
20,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.36428571,-11.07142857,7.042857143,76,,,,,-96.9,,,,,-16.1,,,,,,100.2511931,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
21,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.44307692,-11.01230769,6.844680851,76,,,,,-96.9,,,,,-16.1,,,,,,100.275,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
22,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.45384615,-11.01538462,6.830851064,76,,,,,-96.9,,,,,-16.1,,,,,,100.2708333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
23,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.46461538,-11.01846154,6.817021277,76,,,,,-96.9,,,,,-16.1,,,,,,100.2666667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
24,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.47538462,-11.02153846,6.803191489,76,,,,,-96.9,,,,,-16.1,,,,,,100.2625,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
25,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.48615385,-11.02461538,6.789361702,76,,,,,-96.9,,,,,-16.1,,,,,,100.2583333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
26,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.43230769,-11.00923077,6.858510638,76,,,,,-96.9,,,,,-16.1,,,,,,100.2791667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
27,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.4,-11,6.9,76,,,,,-96.9,,,,,-16.1,,,,,,100.2916667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
28,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.42153846,-11.00615385,6.872340426,76,,,,,-96.9,,,,,-16.1,,,,,,100.2833333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
29,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.59285714,-11.01428571,6.928571429,76,,,,,-96.9,,,,,-16.1,,,,,,100.2958333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
30,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.41076923,-11.00307692,6.886170213,76,,,,,-96.9,,,,,-16.1,,,,,,100.2875,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
31,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.55076923,-11.04307692,6.706382979,76,,,,,-96.9,,,,,-16.1,,,,,,100.2333333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
32,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.56153846,-11.04615385,6.692553191,76,,,,,-96.9,,,,,-16.1,,,,,,100.2291667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
33,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.57230769,-11.04923077,6.678723404,76,,,,,-96.9,,,,,-16.1,,,,,,100.225,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
34,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.58307692,-11.05230769,6.664893617,76,,,,,-96.9,,,,,-16.1,,,,,,100.2208333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
35,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.59384615,-11.05538462,6.65106383,76,,,,,-96.9,,,,,-16.1,,,,,,100.2166667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
36,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.62615385,-11.06461538,6.609574468,76,,,,,-96.9,,,,,-16.1,,,,,,100.2041667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
37,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.61538462,-11.06153846,6.623404255,76,,,,,-96.9,,,,,-16.1,,,,,,100.2083333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
38,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.60461538,-11.05846154,6.637234043,,,,,,,,,,,,,,,,,100.2125,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
39,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.65846154,-11.07384615,6.568085106,,,,,,,,,,,,,,,,,100.1916667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
40,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.66923077,-11.07692308,6.554255319,,,,,,,,,,,,,,,,,100.1875,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
41,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.63692308,-11.06769231,6.595744681,,,,,,,,,,,,,,,,,100.2,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
42,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.68,-11.08,6.540425532,,,,,,,,,,,,,,,,,100.1833333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
43,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.64769231,-11.07076923,6.581914894,,,,,,,,,,,,,,,,,100.1958333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
44,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.69076923,-11.08307692,6.526595745,,,,,,,,,,,,,,,,,100.1791667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
45,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.71230769,-11.08923077,6.49893617,,,,,,,,,,,,,,,,,100.1708333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
46,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.72307692,-11.09230769,6.485106383,,,,,,,,,,,,,,,,,100.1666667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
47,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.70153846,-11.08615385,6.512765957,,,,,,,,,,,,,,,,,100.175,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
48,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.73384615,-11.09538462,6.471276596,,,,,,,,,,,,,,,,,100.1625,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
49,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.74461538,-11.09846154,6.457446809,,,,,,,,,,,,,,,,,100.1583333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
50,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.78769231,-11.11076923,6.40212766,,,,,,,,,,,,,,,,,100.1416667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
51,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.76615385,-11.10461538,6.429787234,,,,,,,,,,,,,,,,,100.15,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
52,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.77692308,-11.10769231,6.415957447,,,,,,,,,,,,,,,,,100.1458333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
53,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.79846154,-11.11384615,6.388297872,,,,,,,,,,,,,,,,,100.1375,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
54,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.75538462,-11.10153846,6.443617021,,,,,,,,,,,,,,,,,100.1541667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
55,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.80923077,-11.11692308,6.374468085,,,,,,,,,,,,,,,,,100.1333333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
56,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.83076923,-11.12307692,6.346808511,,,,,,,,,,,,,,,,,100.125,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
57,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.82,-11.12,6.360638298,,,,,,,,,,,,,,,,,100.1291667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
58,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.85230769,-11.12923077,6.319148936,,,,,,,,,,,,,,,,,100.1166667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
59,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.84153846,-11.12615385,6.332978723,,,,,,,,,,,,,,,,,100.1208333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
60,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.86307692,-11.13230769,6.305319149,,,,,,,,,,,,,,,,,100.1125,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
61,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.89538462,-11.14153846,6.263829787,,,,,,,,,,,,,,,,,100.1,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
62,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.87384615,-11.13538462,6.291489362,,,,,,,,,,,,,,,,,100.1083333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
63,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.88461538,-11.13846154,6.277659574,,,,,,,,,,,,,,,,,100.1041667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
64,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.91692308,-11.14769231,6.236170213,,,,,,,,,,,,,,,,,100.0916667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
65,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.90615385,-11.14461538,6.25,,,,,,,,,,,,,,,,,100.0958333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
66,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.92769231,-11.15076923,6.222340426,,,,,,,,,,,,,,,,,100.0875,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
67,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.93846154,-11.15384615,6.208510638,,,,,,,,,,,,,,,,,100.0833333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
68,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.96,-11.16,6.180851064,,,,,,,,,,,,,,,,,100.075,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
69,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.94923077,-11.15692308,6.194680851,,,,,,,,,,,,,,,,,100.0791667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
70,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.97076923,-11.16307692,6.167021277,,,,,,,,,,,,,,,,,100.0708333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
71,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.98153846,-11.16615385,6.153191489,,,,,,,,,,,,,,,,,100.0666667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
72,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.00307692,-11.17230769,6.125531915,76,,,,,-95.3,,,,,-16.2,,,,,,100.0583333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
73,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-84.99230769,-11.16923077,6.139361702,76,,,,,-95.3,,,,,-16.2,,,,,,100.0625,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
74,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.01384615,-11.17538462,6.111702128,76,,,,,-95.3,,,,,-16.2,,,,,,100.0541667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
75,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.02461538,-11.17846154,6.09787234,76,,,,,-95.3,,,,,-16.2,,,,,,100.05,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
76,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.03538462,-11.18153846,6.084042553,76,,,,,-95.3,,,,,-16.2,,,,,,100.0458333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
77,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.04615385,-11.18461538,6.070212766,76,,,,,-95.3,,,,,-16.2,,,,,,100.0416667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
78,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.05692308,-11.18769231,6.056382979,76,,,,,-95.3,,,,,-16.2,,,,,,100.0375,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
79,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.06769231,-11.19076923,6.042553191,76,,,,,-95.3,,,,,-16.2,,,,,,100.0333333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
80,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.07846154,-11.19384615,6.028723404,76,,,,,-95.3,,,,,-16.2,,,,,,100.0291667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
81,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.08923077,-11.19692308,6.014893617,76,,,,,-95.3,,,,,-16.2,,,,,,100.025,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
82,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.1,-11.2,6.00106383,76,,,,,-95.3,,,,,-16.2,,,,,,100.0208333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
83,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.13793103,-11.21034483,5.987234043,76,,,,,-95.3,,,,,-16.2,,,,,,100.0166667,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
84,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.17586207,-11.22068966,5.973404255,76,,,,,-95.3,,,,,-16.2,,,,,,100.0125,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
85,2025-03-14 12:14:34,29.02949,41.10723,5GSA,48,-85.2137931,-11.23103448,5.959574468,76,,,,,-95.3,,,,,-16.2,,,,,,100.0083333,0,0,83.48723055,,,,,,83.48723055,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,,1741954474
