Message,Time,Longitude,Latitude,NR_Scan_NR_ARFCN,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6,Time_Numeric
2494,2025-03-14 12:16:43,29.02117,41.10451,643296,246,3,68,68,40,59,76,-98.80666667,-80.03555556,-92.27125,-95.10679856,-109.1229372,-110.0453976,-103.3764685,-11.57333333,-31.11333333,-38.94,-38.03514388,-34.28267769,-38.501414,-35.76107467,6.25,-20.46111111,-32.65625,-27.39514388,-28.99752122,-33.02569736,-31.9538198,1741954603
2495,2025-03-14 12:16:43,29.02117,41.10451,640704,13,3,68,68,40,59,76,-59.63,-80.29,-92.52,-95.10505396,-109.141528,-110.0447334,-103.3760066,-10.65,-31.31,-38.99,-38.03710432,-34.288,-38.50127506,-35.76107467,19.73,-20.66,-32.84,-27.39710432,-28.98813243,-33.0258643,-31.95551162,1741954603
2496,2025-03-14 12:16:43,29.02117,41.10451,640704,13,3,68,68,40,59,76,-58.925,-81.106,-92.0225,-95.10330935,-109.1322326,-110.0460617,-103.3755448,-10.6425,-32.684,-38.89,-38.03906475,-34.28533884,-38.50155294,-35.76107467,21.4475,-22.04,-32.4725,-27.39906475,-28.99282683,-33.02553043,-31.95720344,1741954603
2498,2025-03-14 12:16:43,29.02114,41.10451,643296,13,3,68,68,40,59,76,-58.22,-81.922,-91.27625,-95.10156475,-109.1508234,-110.0480542,-103.3769303,-10.635,-34.058,-38.74,-38.04102518,-34.29066116,-38.50196975,-35.76107467,23.165,-23.42,-31.92125,-27.40102518,-28.98343803,-33.02502962,-31.95212798,1741954603
2499,2025-03-14 12:16:43,29.02114,41.10451,643296,13,3,68,68,40,59,76,-57.515,-83.554,-91.525,-95.09982014,-109.1694143,-110.0473901,-103.3773921,-10.6275,-36.806,-38.79,-38.04298561,-34.29598347,-38.50183081,-35.76107467,24.8825,-26.18,-32.105,-27.40298561,-28.97404924,-33.02519655,-31.95043616,1741954603
2497,2025-03-14 12:16:43,29.02117,41.10451,643296,246,3,68,68,40,59,76,-98.54,-82.738,-91.77375,-95.09807554,-109.1601188,-110.0467259,-103.3778539,-11.51,-35.432,-38.84,-38.04494604,-34.29332231,-38.50169187,-35.76107467,6.59,-24.8,-32.28875,-27.40494604,-28.97874363,-33.02536349,-31.94874434,1741954603
2500,2025-03-14 12:16:43,29.02114,41.10451,643296,246,3,68,68,40,59,76,-98.565,-80.57333333,-90.77875,-95.09458633,-109.1787097,-110.0487184,-103.3783157,-11.495,-33.55666667,-38.64,-38.04886691,-34.29864463,-38.50210869,-35.76107467,6.64,-22.87333333,-31.55375,-27.40886691,-28.96935484,-33.02486268,-31.94705252,1741954603
2501,2025-03-14 12:16:43,29.02114,41.10451,640704,13,3,68,68,40,59,76,-56.81,-84.37,-91.0275,-95.09633094,-109.1880051,-110.0493825,-103.3787775,-10.62,-38.18,-38.69,-38.04690647,-34.30130579,-38.50224763,-35.76107467,26.6,-27.56,-31.7375,-27.40690647,-28.96466044,-33.02469575,-31.9453607,1741954603
2502,2025-03-14 12:16:43,29.02114,41.10451,640704,13,3,68,68,40,59,76,-58.145,-73.7125,-90.36555556,-95.09284173,-109.2065959,-110.0500467,-103.3792394,-10.715,-24.695,-38.54,-38.05082734,-34.3066281,-38.50238656,-35.76107467,19.955,-13.8975,-30.94,-27.41082734,-28.95527165,-33.02452881,-31.94366888,1741954603
2503,2025-03-14 12:16:43,29.02114,41.10451,640704,13,3,68,68,40,59,76,-59.48,-72.98,-90.53,-95.08935252,-109.2158913,-110.0507108,-103.3797012,-10.81,-24.31,-38.59,-38.0547482,-34.30928926,-38.5025255,-35.76107467,13.31,-13.5,-31.37,-27.4147482,-28.95057725,-33.02436187,-31.94197706,1741954603
2504,2025-03-14 12:16:43,29.02114,41.10451,640704,13,3,68,68,40,59,76,-60.155,-76.77666667,-90.20111111,-95.09109712,-109.1973005,-110.051375,-103.380163,-10.7875,-28.93333333,-38.49,-38.05278777,-34.30396694,-38.50266444,-35.76107467,13.8925,-18.18666667,-30.51,-27.41278777,-28.95996604,-33.02419494,-31.94028524,1741954603
2506,2025-03-14 12:16:44,29.02109,41.1045,643296,13,3,68,68,40,59,76,-60.83,-75.1775,-90.03666667,-95.08411871,-109.2437776,-110.0527033,-103.3806248,-10.765,-25.465,-38.44,-38.0606295,-34.31727273,-38.50294231,-35.76107467,14.475,-14.6925,-30.08,-27.4206295,-28.93649406,-33.02386107,-31.93859342,1741954604
2507,2025-03-14 12:16:44,29.02109,41.1045,643296,13,3,68,68,40,59,76,-61.505,-75.91,-89.87222222,-95.08760791,-109.2344822,-110.0520391,-103.3810866,-10.7425,-25.85,-38.39,-38.05670863,-34.31461157,-38.50280338,-35.76107467,15.0575,-15.09,-29.65,-27.41670863,-28.94118846,-33.024028,-31.9369016,1741954604
2505,2025-03-14 12:16:44,29.02114,41.10451,643296,246,3,68,68,40,59,76,-98.59,-74.445,-89.70777778,-95.08586331,-109.2251868,-110.0533674,-103.3815484,-11.48,-25.08,-38.34,-38.05866906,-34.31195041,-38.50308125,-35.76107467,6.69,-14.295,-29.22,-27.41866906,-28.94588285,-33.02369413,-31.93520978,1741954604
2508,2025-03-14 12:16:44,29.02109,41.1045,643296,246,3,68,68,40,59,76,-98.17,-76.6425,-89.54333333,-95.0823741,-109.253073,-110.0540316,-103.3820103,-11.36,-26.235,-38.29,-38.06258993,-34.31993388,-38.50322019,-35.76107467,7.57,-15.4875,-28.79,-27.42258993,-28.93179966,-33.02352719,-31.93351796,1741954604
2509,2025-03-14 12:16:44,29.02109,41.1045,643296,246,3,68,68,40,59,76,-97.75,-78.1075,-89.37888889,-95.07714029,-109.2623684,-110.0560241,-103.3824721,-11.24,-27.005,-38.24,-38.06847122,-34.32259504,-38.503637,-35.76107467,8.45,-16.2825,-28.36,-27.42847122,-28.92710526,-33.02302639,-31.93182614,1741954604
2510,2025-03-14 12:16:44,29.02109,41.1045,640704,13,3,68,68,40,59,76,-62.18,-78.84,-89.05,-95.0806295,-109.2716638,-110.0553599,-103.3833957,-10.72,-27.39,-38.14,-38.06455036,-34.3252562,-38.50349807,-35.76107467,15.64,-16.68,-27.5,-27.42455036,-28.92241087,-33.02319332,-31.9284425,1741954604
2511,2025-03-14 12:16:44,29.02109,41.1045,640704,13,3,68,68,40,59,76,-64.715,-77.375,-89.21444444,-95.07888489,-109.2809593,-110.0546957,-103.3829339,-11.015,-26.62,-38.19,-38.06651079,-34.32791736,-38.50335913,-35.76107467,11.605,-15.885,-27.93,-27.42651079,-28.91771647,-33.02336026,-31.93013432,1741954604
2512,2025-03-14 12:16:44,29.02109,41.1045,643296,246,3,68,68,40,59,76,-97.33,-78.458,-89.82333333,-95.07539568,-109.2902547,-110.0566882,-103.3838575,-11.12,-26.558,-38.25,-38.07043165,-34.33057851,-38.50377594,-35.76107467,9.33,-15.792,-27.61111111,-27.43043165,-28.91302207,-33.02285945,-31.92675068,1741954604
2513,2025-03-14 12:16:44,29.02109,41.1045,643296,246,3,68,68,40,59,76,-100.2266667,-77.312,-92.14333333,-95.07365108,-109.2995501,-110.0586807,-103.3843193,-12.06666667,-24.062,-38.58,-38.07239209,-34.33323967,-38.50419275,-35.76107467,4.553333333,-13.128,-27.94444444,-27.43239209,-28.90832767,-33.02235864,-31.92505886,1741954604
2514,2025-03-14 12:16:44,29.02109,41.1045,643296,246,3,68,68,40,59,76,-101.48,-78.076,-91.37,-95.07016187,-109.3181409,-110.0580165,-103.385243,-12.46,-25.726,-38.47,-38.07631295,-34.33856198,-38.50405382,-35.76107467,2.88,-14.904,-27.83333333,-27.43631295,-28.89893888,-33.02252558,-31.92167522,1741954604
2515,2025-03-14 12:16:44,29.02109,41.1045,643296,246,3,68,68,40,59,76,-100.8533333,-77.694,-90.59666667,-95.07190647,-109.3088455,-110.0573524,-103.3847812,-12.26333333,-24.894,-38.36,-38.07435252,-34.33590083,-38.50391488,-35.76107467,3.716666667,-14.016,-27.72222222,-27.43435252,-28.90363328,-33.02269251,-31.92336704,1741954604
2517,2025-03-14 12:16:44,29.02105,41.1045,643296,246,3,68,68,40,59,76,-99.6,-76.93,-93.69,-95.06667266,-109.3274363,-110.0593448,-103.3861666,-11.87,-23.23,-38.8,-38.08023381,-34.34122314,-38.50433169,-35.76107467,5.39,-12.24,-28.16666667,-27.44023381,-28.89424448,-33.02219171,-31.91829158,1741954604
2516,2025-03-14 12:16:44,29.02109,41.1045,643296,246,3,68,68,40,59,76,-98.97333333,-76.548,-92.91666667,-95.06841727,-109.3367317,-110.060009,-103.3857048,-11.67333333,-22.398,-38.69,-38.07827338,-34.3438843,-38.50447063,-35.76107467,6.226666667,-11.352,-28.05555556,-27.43827338,-28.88955008,-33.02202477,-31.9199834,1741954604
2518,2025-03-14 12:16:44,29.02105,41.1045,643296,246,3,68,68,40,59,76,-97.72,-75.784,-95.23666667,-95.06318345,-109.3460272,-110.0606731,-103.3870903,-11.28,-20.734,-39.02,-38.08415468,-34.34654545,-38.50460957,-35.76107467,7.9,-9.576,-28.38888889,-27.44415468,-28.88485569,-33.02185784,-31.91490794,1741954604
2519,2025-03-14 12:16:44,29.02105,41.1045,643296,246,3,68,68,40,59,76,-98.34666667,-76.166,-94.46333333,-95.06492806,-109.3553226,-110.0613373,-103.3866284,-11.47666667,-21.566,-38.91,-38.08219424,-34.34920661,-38.50474851,-35.76107467,7.063333333,-10.464,-28.27777778,-27.44219424,-28.88016129,-33.0216909,-31.91659976,1741954604
2520,2025-03-14 12:16:44,29.02105,41.1045,643296,246,3,68,68,40,59,76,-99.13,-74.6825,-95.739,-95.06143885,-109.364618,-110.0633297,-103.3875521,-11.435,-19.995,-39.145,-38.08611511,-34.35186777,-38.50516532,-35.76107467,7.015,-8.82,-28.514,-27.44611511,-28.87546689,-33.02119009,-31.91321612,1741954604
2521,2025-03-14 12:16:44,29.02105,41.1045,640704,13,3,68,68,40,59,76,-67.25,-75.02,-96.01,-95.05794964,-109.3739134,-110.0620014,-103.3884757,-11.31,-19.07,-39.13,-38.09003597,-34.35452893,-38.50488744,-35.76107467,7.57,-7.8,-28.5,-27.45003597,-28.8707725,-33.02152396,-31.90983248,1741954604
2522,2025-03-14 12:16:44,29.02105,41.1045,640704,13,3,68,68,40,59,76,-66.16,-75.402,-95.468,-95.05969424,-109.3832088,-110.0626656,-103.3880139,-11.228,-19.902,-39.16,-38.08807554,-34.35719008,-38.50502638,-35.76107467,8.396,-8.688,-28.528,-27.44807554,-28.8660781,-33.02135703,-31.9115243,1741954604
2523,2025-03-14 12:16:44,29.02105,41.1045,640704,13,3,68,68,40,59,76,-65.07,-74.345,-95.197,-95.05620504,-109.3925042,-110.0639939,-103.3889375,-11.146,-20.92,-39.175,-38.0919964,-34.35985124,-38.50530426,-35.76107467,9.222,-9.84,-28.542,-27.4519964,-28.8613837,-33.02102316,-31.90814066,1741954604
2525,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-63.98,-74.974,-94.655,-95.05271583,-109.4110951,-110.0653222,-103.3893993,-11.064,-23.58,-39.205,-38.09591727,-34.36517355,-38.50558213,-35.76107467,10.048,-12.722,-28.57,-27.45591727,-28.85199491,-33.02068928,-31.90644884,1741954605
2526,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-61.8,-73.67,-94.926,-95.05446043,-109.4017997,-110.0659864,-103.390323,-10.9,-22.77,-39.19,-38.09395683,-34.3625124,-38.50572107,-35.76107467,11.7,-11.88,-28.556,-27.45395683,-28.8566893,-33.02052235,-31.9030652,1741954605
2524,2025-03-14 12:16:45,29.02105,41.1045,640704,13,3,68,68,40,59,76,-62.89,-74.0075,-94.384,-95.05097122,-109.4203905,-110.0646581,-103.3898612,-10.982,-21.845,-39.22,-38.0978777,-34.36783471,-38.50544319,-35.76107467,10.874,-10.86,-28.584,-27.4578777,-28.84730051,-33.02085622,-31.90475702,1741954605
2527,2025-03-14 12:16:45,29.02101,41.1045,643296,246,3,68,68,40,59,76,-100.54,-77.582,-94.113,-95.04748201,-109.4389813,-110.0673147,-103.3907848,-11.59,-25.2,-39.235,-38.10179856,-34.37315702,-38.50599894,-35.76107467,6.13,-14.406,-28.598,-27.46179856,-28.83791171,-33.02018848,-31.90137338,1741954605
2528,2025-03-14 12:16:45,29.02101,41.1045,643296,246,3,68,68,40,59,76,-100.11,-76.278,-93.842,-95.04922662,-109.4296859,-110.0666505,-103.3912466,-11.97666667,-24.39,-39.25,-38.09983813,-34.37049587,-38.50586001,-35.76107467,4.836666667,-13.564,-28.612,-27.45983813,-28.84260611,-33.02035541,-31.89968156,1741954605
2529,2025-03-14 12:16:45,29.02101,41.1045,643296,246,3,68,68,40,59,76,-99.68,-79.52666667,-93.56,-95.0422482,-109.4482767,-110.0693071,-103.3917084,-12.36333333,-26.38,-39.30571429,-38.10767986,-34.37581818,-38.50641576,-35.76107467,3.543333333,-15.64,-29.242,-27.46767986,-28.83321732,-33.01968767,-31.89798974,1741954605
2530,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-64.12,-80.19,-93.3,-95.04399281,-109.4668676,-110.0679788,-103.3921702,-10.74,-26.82,-39.28,-38.10571942,-34.3811405,-38.50613788,-35.7337627,15.26,-16.09,-28.64,-27.46571942,-28.82382852,-33.02002154,-31.89629792,1741954605
2531,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-62.96,-78.886,-93.571,-95.04573741,-109.4575722,-110.068643,-103.3926321,-10.82,-26.01,-39.265,-38.10375899,-34.37847934,-38.50627682,-35.76107467,13.48,-15.248,-28.626,-27.46375899,-28.82852292,-33.0198546,-31.8946061,1741954605
2532,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-63.9575,-78.86333333,-93.82,-95.0405036,-109.476163,-110.0699713,-103.3930939,-10.745,-25.94,-39.33142857,-38.10964029,-34.38380165,-38.5065547,-35.7337627,15.0325,-15.19,-29.844,-27.46964029,-28.81913413,-33.01952073,-31.89291428,1741954605
2533,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-63.6325,-78.10166667,-94.34,-95.03526978,-109.4947538,-110.0706354,-103.3935557,-10.755,-25.0725,-39.38285714,-38.11552158,-34.38912397,-38.50669363,-35.7337627,14.5775,-14.28333333,-31.048,-27.47552158,-28.80974533,-33.0193538,-31.89122246,1741954605
2534,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-63.47,-78.2,-94.6,-95.03875899,-109.4854584,-110.0712996,-103.3940175,-10.76,-25.5,-39.40857143,-38.11160072,-34.38646281,-38.50683257,-35.7337627,14.35,-14.74,-31.65,-27.47160072,-28.81443973,-33.01918686,-31.88953064,1741954605
2535,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-63.795,-78.00333333,-94.08,-95.03701439,-109.5040492,-110.0719637,-103.3944793,-10.75,-24.645,-39.35714286,-38.11356115,-34.39178512,-38.50697151,-35.7337627,14.805,-13.82666667,-30.446,-27.47356115,-28.80505093,-33.01901992,-31.88783882,1741954605
2536,2025-03-14 12:16:45,29.02101,41.1045,640704,13,3,68,68,40,59,76,-65.635,-77.80666667,-94.72666667,-95.03178058,-109.5133447,-110.0726279,-103.3949411,-10.95,-23.79,-39.46,-38.11944245,-34.39444628,-38.50711045,-35.7337627,11.615,-12.91333333,-31.06555556,-27.47944245,-28.80035654,-33.01885299,-31.886147,1741954605
2537,2025-03-14 12:16:45,29.02101,41.1045,643296,246,3,68,68,40,59,76,-99.25,-77.905,-94.66333333,-95.03352518,-109.5226401,-110.073292,-103.395403,-12.75,-24.2175,-39.43428571,-38.11748201,-34.39710744,-38.50724938,-35.7337627,2.25,-13.37,-31.35777778,-27.47748201,-28.79566214,-33.01868605,-31.88445518,1741954605
2538,2025-03-14 12:16:45,29.02101,41.1045,643296,246,3,68,68,40,59,76,-101.73,-77.70833333,-94.79,-95.03003597,-109.5319355,-110.0739562,-103.3958648,-11.79,-23.3625,-39.48571429,-38.12140288,-34.3997686,-38.50738832,-35.7337627,5.3,-12.45666667,-30.77333333,-27.48140288,-28.79096774,-33.01851912,-31.88276336,1741954605
2539,2025-03-14 12:16:45,29.02101,41.1045,643296,246,3,68,68,40,59,76,-99.12,-77.61,-94.85333333,-95.02829137,-109.5412309,-110.0752845,-103.3967884,-11.58,-22.935,-39.51142857,-38.12336331,-34.40242975,-38.5076662,-35.7337627,6.25,-12,-30.48111111,-27.48336331,-28.78627334,-33.01818525,-31.87937972,1741954605
2540,2025-03-14 12:16:45,29.02101,41.1045,643296,246,76,59,68,40,59,76,-100.425,-102.0259036,-103.8858489,-95.02654676,-109.5505263,-110.0746204,-103.3963266,-11.685,-37.51843373,-34.13069665,-38.12532374,-34.40509091,-38.50752726,-35.7337627,5.775,-26.81662651,-27.31765333,-27.48532374,-28.78157895,-33.01835218,-31.88107154,1741954605
2542,2025-03-14 12:16:45,29.02096,41.10449,643296,246,3,59,68,40,59,76,-100.5233333,-77.41333333,-103.9001778,-95.02480216,-109.5598217,-110.077277,-103.3972502,-11.58166667,-22.08,-34.11734568,-38.12728417,-34.40775207,-38.50808301,-35.7337627,6.16,-11.08666667,-27.28746667,-27.48728417,-28.77688455,-33.01768444,-31.8776879,1741954605
2543,2025-03-14 12:16:45,29.02096,41.10449,643296,246,3,59,68,40,59,76,-100.3466667,-77.315,-103.8930133,-95.02131295,-109.5691171,-110.0759487,-103.397712,-11.55333333,-21.6525,-34.12402116,-38.13120504,-34.41041322,-38.50780514,-35.7337627,6.31,-10.63,-27.30256,-27.49120504,-28.77219015,-33.01801831,-31.87599608,1741954605
2541,2025-03-14 12:16:45,29.02101,41.1045,643296,246,3,59,68,40,59,76,-100.7,-77.51166667,-103.9073422,-95.02305755,-109.5784126,-110.0766128,-103.3981739,-11.61,-22.5075,-34.11067019,-38.1292446,-34.41307438,-38.50794407,-35.7337627,6.01,-11.54333333,-27.27237333,-27.4892446,-28.76749576,-33.01785137,-31.87430426,1741954605
2544,2025-03-14 12:16:45,29.02096,41.10449,643296,246,3,68,68,40,59,76,-100.17,-77.21666667,-94.91666667,-95.01956835,-109.587708,-110.0779411,-103.3986357,-11.525,-21.225,-39.53714286,-38.13316547,-34.41573554,-38.50822195,-35.7337627,6.46,-10.17333333,-30.18888889,-27.49316547,-28.76280136,-33.0175175,-31.87261244,1741954605
2545,2025-03-14 12:16:45,29.02096,41.10449,643296,246,3,68,68,40,59,76,-99.99333333,-77.11833333,-94.98,-95.01607914,-109.5970034,-110.0799336,-103.3990975,-11.49666667,-20.7975,-39.56285714,-38.13708633,-34.41839669,-38.50863876,-35.7337627,6.61,-9.716666667,-29.89666667,-27.49708633,-28.75810696,-33.01701669,-31.87092062,1741954605
2546,2025-03-14 12:16:45,29.02096,41.10449,640704,13,3,68,68,40,59,76,-67.8,-77.02,-95.10666667,-95.01433453,-109.6155942,-110.0786053,-103.4000211,-11.14,-20.37,-39.61428571,-38.13904676,-34.42371901,-38.50836089,-35.7337627,8.88,-9.26,-29.31222222,-27.49904676,-28.74871817,-33.01735057,-31.86753698,1741954605
2547,2025-03-14 12:16:45,29.02096,41.10449,640704,13,3,68,68,40,59,76,-67.0725,-77.48666667,-95.04333333,-95.01782374,-109.6062988,-110.0792694,-103.3995593,-11.0575,-21.69333333,-39.58857143,-38.1351259,-34.42105785,-38.50849982,-35.7337627,9.98,-10.68666667,-29.60444444,-27.4951259,-28.75341256,-33.01718363,-31.8692288,1741954605
2548,2025-03-14 12:16:45,29.02096,41.10449,640704,13,3,68,68,40,59,76,-66.345,-77.95333333,-95.19714286,-95.01084532,-109.6341851,-110.0805977,-103.4004829,-10.975,-23.01666667,-39.31714286,-38.14296763,-34.42904132,-38.5087777,-35.7337627,11.08,-12.11333333,-28.69571429,-27.50296763,-28.73932937,-33.01684976,-31.86584516,1741954605
2549,2025-03-14 12:16:45,29.02096,41.10449,640704,13,3,68,68,40,59,76,-64.89,-78.42,-95.17,-95.01258993,-109.6248896,-110.0812619,-103.4009448,-10.81,-24.34,-39.64,-38.14100719,-34.42638017,-38.50891664,-35.7337627,13.28,-13.54,-29.02,-27.50100719,-28.74402377,-33.01668282,-31.86415334,1741954605
2550,2025-03-14 12:16:45,29.02096,41.10449,640704,13,3,68,68,40,59,76,-65.6175,-78.14857143,-95.22428571,-95.00910072,-109.6434805,-110.081926,-103.4014066,-10.8925,-23.72714286,-38.99428571,-38.14492806,-34.43170248,-38.50905558,-35.7337627,12.18,-12.87857143,-28.37142857,-27.50492806,-28.73463497,-33.01651589,-31.86246152,1741954605
2552,2025-03-14 12:16:46,29.02092,41.10449,640704,13,3,68,68,40,59,76,-66.71,-77.60571429,-95.25142857,-95.00735612,-109.6620713,-110.0832544,-103.4018684,-11.03666667,-22.50142857,-38.67142857,-38.14688849,-34.43702479,-38.50933345,-35.7337627,10.26666667,-11.55571429,-28.04714286,-27.50688849,-28.72524618,-33.01618201,-31.8607697,1741954606
2551,2025-03-14 12:16:46,29.02096,41.10449,640704,13,3,68,68,40,59,76,-65.8,-77.87714286,-95.27857143,-95.00561151,-109.6527759,-110.0825902,-103.4023302,-10.92333333,-23.11428571,-38.34857143,-38.14884892,-34.43436364,-38.50919451,-35.7337627,11.77333333,-12.21714286,-27.72285714,-27.50884892,-28.72994058,-33.01634895,-31.85907788,1741954606
2553,2025-03-14 12:16:46,29.02092,41.10449,643296,246,3,68,68,40,59,76,-99.64,-77.06285714,-95.30571429,-95.00386691,-109.6713667,-110.0839185,-103.402792,-11.44,-21.27571429,-38.02571429,-38.15080935,-34.43968595,-38.50947239,-35.7337627,6.91,-10.23285714,-27.39857143,-27.51080935,-28.72055178,-33.01601508,-31.85738605,1741954606
2554,2025-03-14 12:16:46,29.02092,41.10449,643296,246,3,68,68,40,59,76,-99.81666667,-77.33428571,-95.33285714,-95.0021223,-109.6806621,-110.0845827,-103.4032538,-11.46833333,-21.88857143,-37.70285714,-38.15276978,-34.44234711,-38.50961133,-35.7337627,6.76,-10.89428571,-27.07428571,-27.51276978,-28.71585739,-33.01584814,-31.85569423,1741954606
2555,2025-03-14 12:16:46,29.02092,41.10449,643296,246,3,23,68,40,59,76,-100.335,-76.79142857,-99.82666667,-95.0003777,-109.699253,-110.085911,-103.4037157,-12.31,-20.66285714,-36.22333333,-38.15473022,-34.44766942,-38.5098892,-35.7337627,3.985,-9.571428571,-32.84333333,-27.51473022,-28.70646859,-33.01551427,-31.85400241,1741954606
2556,2025-03-14 12:16:46,29.02092,41.10449,640704,13,3,23,68,40,59,76,-67.62,-76.52,-102.77,-94.99863309,-109.6899576,-110.0852468,-103.4041775,-11.15,-20.05,-35.445,-38.15669065,-34.44500826,-38.50975026,-35.7337627,8.76,-8.91,-35.69,-27.51669065,-28.71116299,-33.01568121,-31.85231059,1741954606
2557,2025-03-14 12:16:46,29.02092,41.10449,640704,13,3,23,68,40,59,76,-68.50666667,-77.97333333,-96.88333333,-94.99339928,-109.7178438,-110.0879034,-103.4046393,-11.11,-20.58333333,-37.00166667,-38.16257194,-34.45299174,-38.51030601,-35.7337627,9.12,-9.49,-29.99666667,-27.52257194,-28.6970798,-33.01501346,-31.85061877,1741954606
2558,2025-03-14 12:16:46,29.02092,41.10449,640704,13,3,68,68,40,59,76,-68.95,-78.7,-95.36,-94.99514388,-109.7085484,-110.0865751,-103.4055629,-11.09,-20.85,-37.38,-38.16061151,-34.45033058,-38.51002814,-35.7337627,9.3,-9.78,-26.75,-27.52061151,-28.70177419,-33.01534733,-31.84723513,1741954606
2559,2025-03-14 12:16:46,29.02092,41.10449,640704,13,3,68,68,40,59,76,-68.06333333,-77.24666667,-95.19909091,-94.99688849,-109.7271392,-110.0872393,-103.4051011,-11.13,-20.31666667,-37.399375,-38.15865108,-34.45565289,-38.51016708,-35.7337627,8.94,-9.2,-27.01636364,-27.51865108,-28.6923854,-33.0151804,-31.84892695,1741954606
2560,2025-03-14 12:16:46,29.02092,41.10449,640704,13,3,68,68,40,59,76,-67.6925,-79.08272727,-95.03818182,-94.99165468,-109.7364346,-110.0885676,-103.4060248,-10.9875,-21.65181818,-37.41875,-38.16453237,-34.45831405,-38.51044495,-35.7337627,11.44,-10.61818182,-27.28272727,-27.52453237,-28.687691,-33.01484653,-31.84554331,1741954606
2561,2025-03-14 12:16:46,29.02092,41.10449,640704,13,3,68,68,40,59,76,-66.435,-79.46545455,-94.87727273,-94.98816547,-109.7550255,-110.09056,-103.4069484,-10.885,-22.45363636,-37.438125,-38.16845324,-34.46363636,-38.51086177,-35.7337627,13.58,-11.45636364,-27.54909091,-27.52845324,-28.67830221,-33.01434572,-31.84215967,1741954606
2562,2025-03-14 12:16:46,29.02092,41.10449,643296,246,3,68,68,40,59,76,-101.03,-79.84818182,-94.71636364,-94.98642086,-109.7643209,-110.0892317,-103.4064866,-13.18,-23.25545455,-37.4575,-38.17041367,-34.46629752,-38.51058389,-35.7337627,1.06,-12.29454545,-27.81545455,-27.53041367,-28.67360781,-33.01467959,-31.84385149,1741954606
2563,2025-03-14 12:16:46,29.02092,41.10449,643296,246,3,68,68,40,59,76,-99.54,-80.23090909,-94.55545455,-94.98991007,-109.7457301,-110.0898959,-103.4074102,-12.18,-24.05727273,-37.476875,-38.16649281,-34.46097521,-38.51072283,-35.7337627,4.865,-13.13272727,-28.08181818,-27.52649281,-28.6829966,-33.01451265,-31.84046785,1741954606
2565,2025-03-14 12:16:46,29.02088,41.10448,643296,246,76,59,68,40,59,76,-100.42,-102.0105622,-103.9145067,-94.98467626,-109.7922071,-110.0912242,-103.4083338,-11.615,-37.42746988,-34.10399471,-38.1723741,-34.47428099,-38.5110007,-35.7337627,6.46,-26.71967871,-27.25728,-27.5323741,-28.65952462,-33.01417878,-31.83708421,1741954606
2566,2025-03-14 12:16:46,29.02088,41.10448,643296,246,76,59,68,40,59,76,-99.235,-101.9952209,-103.9216711,-94.98293165,-109.7829117,-110.0918884,-103.4087957,-11.3975,-37.33650602,-34.09731922,-38.17433453,-34.47161983,-38.51113964,-35.7337627,7.565,-26.62273092,-27.24218667,-27.53433453,-28.66421902,-33.01401185,-31.83539239,1741954606
