RSRP_PCI3,RSRP_PCI13,RSRP_PCI23,RSRP_PCI30,RSRP_PCI40,RSRP_PCI48,RSRP_PCI59,RSRP_PCI68,RSRP_PCI76,RSRQ_PCI3,RSRQ_PCI13,RSRQ_PCI23,RSRQ_PCI30,RSRQ_PCI40,RSRQ_PCI48,RSRQ_PCI59,RSRQ_PCI68,RSRQ_PCI76,TA_Serving,SINR_Serving,Latitude,Longitude
-155.0,-155.0,-155.0,-155.0,-136.9,-155.0,-155.0,-135.5,-155.0,-40.0,-40.0,-40.0,-40.0,-25.0,-40.0,-40.0,-23.3,-40.0,0.0,-8.3,41.09895,29.02551
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-135.2,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-22.9,-40.0,0.0,-12.0,41.09895,29.02557
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-135.2,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-22.8,-40.0,0.0,-9.3,41.09895,29.02564
-155.0,-155.0,-155.0,-155.0,-139.6,-155.0,-155.0,-131.0,-155.0,-40.0,-40.0,-40.0,-40.0,-27.4,-40.0,-40.0,-19.6,-40.0,0.0,-8.6,41.09896,29.02529
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-132.4,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-20.3,-40.0,0.0,-10.3,41.09896,29.02569
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-134.8,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-22.4,-40.0,0.0,-9.8,41.09896,29.02575
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09896,29.0261
-155.0,-155.0,-155.0,-155.0,-133.7,-155.0,-155.0,-131.5,-155.0,-40.0,-40.0,-40.0,-40.0,-20.8,-40.0,-40.0,-19.4,-40.0,0.0,-7.5,41.09897,29.02587
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09898,29.02489
-155.0,-155.0,-155.0,-155.0,-133.2,-155.0,-155.0,-130.9,-155.0,-40.0,-40.0,-40.0,-40.0,-21.6,-40.0,-40.0,-19.3,-40.0,0.0,-7.0,41.09898,29.02523
-155.0,-155.0,-155.0,-155.0,-131.0,-155.0,-155.0,-128.3,-155.0,-40.0,-40.0,-40.0,-40.0,-19.6,-40.0,-40.0,-16.8,-40.0,0.0,-6.8,41.09899,29.02517
-155.0,-155.0,-155.0,-155.0,-133.5,-155.0,-155.0,-136.5,-155.0,-40.0,-40.0,-40.0,-40.0,-20.9,-40.0,-40.0,-24.3,-40.0,0.0,-10.6,41.09899,29.02598
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09899,29.02619
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.099,29.02481
-155.0,-155.0,-155.0,-155.0,-132.3,-155.0,-155.0,-124.0,-155.0,-40.0,-40.0,-40.0,-40.0,-20.9,-40.0,-40.0,-14.3,-40.0,0.0,-3.2,41.099,29.02506
-155.0,-155.0,-155.0,-155.0,-132.2,-155.0,-155.0,-137.5,-155.0,-40.0,-40.0,-40.0,-40.0,-19.4,-40.0,-40.0,-25.2,-40.0,0.0,-9.9,41.099,29.02604
-155.0,-155.0,-155.0,-155.0,-135.9,-155.0,-155.0,-131.4,-155.0,-40.0,-40.0,-40.0,-40.0,-23.1,-40.0,-40.0,-19.9,-40.0,0.0,-4.5,41.09902,29.0261
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-128.1,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-16.9,-40.0,0.0,-5.4,41.09903,29.02493
-150.6,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-37.6,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-17.4,41.09903,29.02637
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-127.7,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-16.2,-40.0,0.0,-7.0,41.09904,29.02617
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-126.9,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-15.8,-40.0,0.0,-3.0,41.09905,29.02486
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09906,29.02464
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-135.4,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-22.7,-40.0,0.0,-6.4,41.09906,29.02623
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-126.7,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-15.7,-40.0,0.0,-3.4,41.09907,29.0248
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09907,29.02655
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09908,29.02455
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.0991,29.02446
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-129.3,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-17.4,-40.0,0.0,-6.2,41.0991,29.02637
-143.8,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-30.9,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-18.0,41.0991,29.02663
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-142.2,-122.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-30.7,-13.5,-40.0,0.0,-1.9,41.09911,29.02464
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09912,29.02644
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09913,29.02437
-146.3,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-33.4,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-11.3,41.09914,29.0267
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09915,29.02428
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-131.8,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-19.4,-40.0,0.0,-10.4,41.09915,29.02651
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-128.7,-118.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-21.2,-12.1,-40.0,0.0,3.0,41.09916,29.02449
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09917,29.0242
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09919,29.02411
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-118.8,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.2,-40.0,0.0,5.5,41.0992,29.02433
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-145.3,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-32.4,-40.0,0.0,-16.2,41.0992,29.02666
-130.4,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-18.8,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-10.1,41.09921,29.02684
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09922,29.02394
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-127.3,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-14.7,-40.0,26.0,-19.0,41.09923,29.02385
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-122.9,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.5,-40.0,0.0,2.7,41.09923,29.02425
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09924,29.0269
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-124.1,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-14.1,-40.0,0.0,-0.9,41.09925,29.02377
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-120.9,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.8,-40.0,0.0,0.4,41.09925,29.02416
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-147.7,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-34.9,-40.0,0.0,-17.2,41.09926,29.0268
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-123.6,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.8,-40.0,0.0,-0.7,41.09927,29.0236
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-138.8,-123.1,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-27.9,-13.9,-40.0,0.0,-0.1,41.09927,29.02408
-135.9,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-23.7,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-3.0,41.09927,29.02697
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-123.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.7,-40.0,0.0,0.6,41.09929,29.02344
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-133.1,-123.1,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-23.2,-14.2,-40.0,0.0,1.0,41.09929,29.024
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-140.8,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-28.0,-40.0,0.0,-16.9,41.09929,29.02686
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-123.2,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.9,-40.0,0.0,0.4,41.09931,29.02337
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-129.8,-124.1,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-19.6,-14.5,-40.0,0.0,-1.9,41.09931,29.02392
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-122.1,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.3,-40.0,0.0,0.4,41.09932,29.0233
-132.2,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-20.1,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-16.2,41.09932,29.02693
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09933,29.02323
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-131.6,-124.2,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-20.9,-14.5,-40.0,0.0,-0.7,41.09933,29.02383
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-122.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.2,-40.0,0.0,2.4,41.09934,29.02317
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09935,29.02699
-128.7,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-17.4,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-4.5,41.09935,29.02709
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-120.2,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.5,-40.0,0.0,1.5,41.09936,29.02311
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-123.5,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.9,-40.0,0.0,-0.9,41.09937,29.02367
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-121.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.7,-40.0,0.0,2.6,41.09938,29.02304
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-123.8,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-14.3,-40.0,0.0,-1.4,41.09938,29.02359
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-123.9,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-14.2,-40.0,0.0,-1.3,41.09939,29.02351
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09939,29.02706
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.0994,29.02299
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-130.3,-122.3,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-21.1,-13.5,-40.0,0.0,-0.1,41.0994,29.02334
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-122.3,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-13.4,-40.0,0.0,0.4,41.0994,29.02343
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-119.1,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.2,-40.0,0.0,3.5,41.09942,29.02293
-130.5,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-17.5,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,22.0,-3.3,41.09942,29.02721
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-127.9,-120.2,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-18.7,-12.6,-40.0,0.0,0.5,41.09943,29.0232
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09943,29.02712
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-119.4,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.5,-40.0,0.0,2.0,41.09944,29.02313
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-119.7,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.7,-40.0,0.0,1.7,41.09945,29.02306
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-127.8,-119.9,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-19.5,-12.6,-40.0,0.0,2.0,41.09947,29.02282
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09947,29.02718
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-118.6,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-12.4,-40.0,0.0,1.9,41.0995,29.02293
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.0995,29.02954
-130.4,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-17.6,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09951,29.02732
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09951,29.02945
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09951,29.0295
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09951,29.02964
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09951,29.02969
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-126.8,-118.9,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-19.0,-12.1,-40.0,0.0,3.1,41.09952,29.0227
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-117.6,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-11.9,-40.0,0.0,2.7,41.09952,29.02286
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09952,29.02974
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09953,29.02941
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09953,29.0297
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09953,29.02987
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09954,29.02936
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09954,29.02958
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09954,29.02964
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-126.7,-118.6,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-19.5,-12.3,-40.0,0.0,3.1,41.09955,29.02279
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09955,29.0273
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09955,29.02983
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09956,29.02737
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09956,29.02932
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09956,29.02946
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09956,29.02999
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09957,29.0294
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09957,29.02989
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,10.0,-19.0,41.09957,29.03005
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-129.7,-119.9,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-22.8,-12.5,-40.0,0.0,3.4,41.09958,29.02259
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09958,29.02996
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09958,29.03011
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09959,29.02736
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09959,29.02928
-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-155.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,0.0,-19.0,41.09959,29.02934
